id,cost,talktime,validity,short description,long description
6349,550,575,N.A,Recharge of Rs. 550 by BSNL,Talktime of Rs. 575 for Rs. 550 recharge by BSNL
6351,1100,1200,N.A,Recharge of Rs. 1100 by BSNL,Talktime of Rs. 1200 for Rs. 1100 recharge by BSNL
6353,2000,2000,N.A,Recharge of Rs. 2000 by BSNL,Talktime of Rs. 2000 for Rs. 2000 recharge by BSNL
6354,2200,2200,N.A,Recharge of Rs. 2200 by BSNL,Talktime of Rs. 2200 for Rs. 2200 recharge by BSNL
6355,2500,2500,N.A,Recharge of Rs. 2500 by BSNL,Talktime of Rs. 2500 for Rs. 2500 recharge by BSNL
6356,2800,2800,N.A,Recharge of Rs. 2800 by BSNL,Talktime of Rs. 2800 for Rs. 2800 recharge by BSNL
6357,3000,3000,N.A,Recharge of Rs. 3000 by BSNL,Talktime of Rs. 3000 for Rs. 3000 recharge by BSNL
6358,3200,3200,N.A,Recharge of Rs. 3200 by BSNL,Talktime of Rs. 3200 for Rs. 3200 recharge by BSNL
6359,3500,3500,N.A,Recharge of Rs. 3500 by BSNL,Talktime of Rs. 3500 for Rs. 3500 recharge by BSNL
6360,3800,3800,N.A,Recharge of Rs. 3800 by BSNL,Talktime of Rs. 3800 for Rs. 3800 recharge by BSNL
6361,4100,4100,N.A,Recharge of Rs. 4100 by BSNL,Talktime of Rs. 4100 for Rs. 4100 recharge by BSNL
6362,4500,4500,N.A,Recharge of Rs. 4500 by BSNL,Talktime of Rs. 4500 for Rs. 4500 recharge by BSNL
6363,4700,4700,N.A,Recharge of Rs. 4700 by BSNL,Talktime of Rs. 4700 for Rs. 4700 recharge by BSNL
6364,5000,5000,N.A,Recharge of Rs. 5000 by BSNL,Talktime of Rs. 5000 for Rs. 5000 recharge by BSNL
6365,5200,5200,N.A,Recharge of Rs. 5200 by BSNL,Talktime of Rs. 5200 for Rs. 5200 recharge by BSNL
6366,5300,5300,N.A,Recharge of Rs. 5300 by BSNL,Talktime of Rs. 5300 for Rs. 5300 recharge by BSNL
6367,5400,5400,N.A,Recharge of Rs. 5400 by BSNL,Talktime of Rs. 5400 for Rs. 5400 recharge by BSNL
6368,5500,5500,N.A,Recharge of Rs. 5500 by BSNL,Talktime of Rs. 5500 for Rs. 5500 recharge by BSNL
