id,cost,talktime,validity,comments
6414,3,,1 day,Data charges @ 9paisa/MB from 02.00AM to 06.00AM
6415,4,,Till midnight,20MB 2G/3G Data -- Reconfirm before recharging.
6416,17,,1 day,110 MB 2G/3G
6417,32,,3 days,150 MB 2G/3G Data -- Charges after free usage: 3p/10KB
6418,43,,5 days,200 MB 2G/3G
6419,46,,2 days,1GB free and beyond freebies. volume based data charging 5paisa/MB from 0200 hours to 0600 hours
6420,54,,30 days,Maha Krishi STV-54: 600 MB 2G/3G Data 
6421,56,,21 days,250MB 2G/3G Data
6422,63,,28 days,Data charges @ 9paisa/MB from 02.00AM to 06.00AM
6423,68,,1 day,1 GB 2G/3G Data
6424,74,,5 days,Unlimited onnet voice calls local/STD -- 1 GB free 2G/3G data -- 74minoffnet voice calls
6425,78,,3 days,2GB  2G/3G Data -- Double data offer from 15 to 20 Aug 2017
6426,98,,10 days,1300MB  2G/3G Data -- Double data offer from 15 to 20 Aug 2017
6427,103,,5 days,1 GB 2G/3G Data -- 140+ TV channels
6428,155,,17 days,1.5GB  2G/3G Data -- Double data offer from 15 to 20 Aug 2017
6429,156,,10 days,2 GB 2G/3G Data. Data charges after freebies 3P/10KB
6430,178,,17 days,1 GB Data 
6431,179,,17 days,1 GB Data & No.of Free TV Channels equel to all Channels provided by Digivive Services Pvt. Ltd
6432,182,,17 days,1 GB Data 
6433,197,,25 days,2.2GB  2G/3G Data -- Double data offer from 15 to 20 Aug 2017
6434,211,,15 days,1 GB 2G/3G Data with MobileTV
6435,223,,28 days,Free Data download 1GB. -- Free No.Of TV Channels by M/s SITI Networks Limited=80
6436,291,,27 days,4GB  2G/3G Data -- Double data offer from 15 to 20 Aug 2017
6437,333,,56 days,"Triple Ace_333: 3 GB/Day 2G/3G Data, Post 3GB/day unlimited internet @ 80kbps"
6438,339,,26 days,Unlimited local/STD BSNL to BSNL + Local/STD BSNL to Others: 30 minutes/day and 25P/minutes after that 30 minutes/day -- Unlimited 2G/3G data (with FUP of 3 GB per day with no speed restriction and thereafter with speed restriction of 80kbps.)
6439,349,,26 days,DilKholkeBolSTV_349: Unlimited voice (Local/STD) in Home LSA -- Unlimited 2G/3G Data (speed reduced to 80kbps after 2.5 GB)
6440,379,,30 days,Unlimited (speed restricted to 80 kbps after 4 GB/day 2G/3G Data) -- On-net Unlimited Off-net 30 min/day
6441,395,,60 days,NehleperDehlaSTV_395: Unlimited 2G/3G Data (2 GB/Day.Speed reduced to 80kbps after 2 GB/day) -- Free 3000 Minutes On-net Voice (Local/STD) + Free 1800 Minutes Off-net Voice (Local/STD).(Callcharges after free calls 20ps/Min.)
6442,443,,60 days,3 GB 2G/3G Data
6443,444,,90 days,"Chaukka_444: 4 GB/Day 2G/3G Data, Post 4GB/day unlimited internet @ 80kbps"
6444,548,,90 days,Unlimited (speed restricted to 80 kbps after 5 GB/day 2G/3G Data)
6445,549,,30 days,6 GB 2G/3G Data
6446,561,,90 days,8GB  2G/3G Data -- Double data offer from 15 to 20 Aug 2017
6447,597,,180 days,6GB 2G/3G Data
6448,821,,120 days,12GB  2G/3G Data -- Double data offer from 15 to 20 Aug 2017
6449,1099,,30 days,Unlimited 2G/3G data with no speed restriction.
6450,1197,,365 days,14GB 2G/3G Data
6451,1498,,365 days,36GB  2G/3G Data -- Double data offer from 15 to 20 Aug 2017
6452,1949,,270 days,40GB  2G/3G Data -- Double data offer from 15 to 20 Aug 2017
6453,2798,,365 days,72GB  2G/3G Data -- Double data offer from 15 to 20 Aug 2017
6454,3099,,60 days,15 GB 2G/3G Data -- Unlimited Onnet Voice calls with Roaming + 500 Min offnet calls with roaming.
6455,3998,,365 days,110GB  2G/3G Data -- Double data offer from 15 to 20 Aug 2017
6456,4498,,365 days,160GB  2G/3G Data -- Double data offer from 15 to 20 Aug 2017
