id,cost,talktime,validity,comments
6487,36,,180 days,Validity Extension: PER_SEC_36
6488,37,,180 days,Validity Extension: PerMin_37
6489,75,,180 days,Validity extension: Pyari Jodi 
6490,96,,365 days,Validity extension: Data_96
6491,102,,30 days,Validity extension: Jai jawan 102
6492,108,,30 days,MH_CUG_Sakal_Marwadi_108
6493,141,,30 days,Validity extension: MKSNEW_141
6494,144,,30 days,C_CUG144 : New BSN Patanjali
6495,180,,30 days,Validity Extension: AGRI_DATA_180
6496,198,,180 days,Validity extension: Roam free plan 198
6497,351,,365 days,Validity Extension: Novire_13122014
6498,666,,180 days,"PV-666 BSNL SIXER: Unlimited data (Speed reduced to 80 Kbps after 2GB/day) + Unlimited voice calls for 60 days. -- After 60 days: ALL calls (Local/STD) (On-net/Off-net) @ 50 Paisa/Minute -- SMS (while in Home & National Roaming): Local @25 Paisa/SMS, National @35 Paisa/SMS -- All other charges As per Per Minute plan"
6499,776,,180 days,MKSNEW_776
6500,1551,,365 days,MKSNEW_1551
