id,cost,talktime,validity,comments
6484,33,,6 days,OG(Local and STD) while in roaming at 70ps per min
6485,79,,28 days,OG(Local and STD) while in roaming at 70ps per min
6486,91,,30 days,Free OG Voice Calls 120minutes on any network in Roaming and Free SMS 40SMS on any network in Roaming
