id,cost,talktime,validity,comments
12542,7,,1 day,"R - R (Local & STD) @10p/Min, R - Others (Local & STD) @25p/Min"
12543,8,,1 day,"R - R (Local & STD) @1p/6Secs, R - Others (Local & STD) @1p/2secs"
12544,9,,1 day,60 Local Reliance Minutes 
12545,12,,1 day,Unlimited Local & STD Onnet in home and roaming Unlimited Local & STD Offnet landline in home and roaming @30 min Local & STD Offnet mobile in home and roaming Incoming roaming (Same day) -- 
12546,18,,3 days,"Local Calls to Reliance numbers @15p/min, local to other operator & STD @35p/min. Local Landline calls at base tariff"
12547,19,,28 days,All Local and STD mobile calls @ 25p/Min.
12548,27,,2 days,Local /STD Reliance calls @15p/min
12549,31,,5 days,3000 Local secsl
12550,32,,60 days,All Local & STD Reliance mobile calls @ 15p/Min
12551,37,,28 days,All Local & STD mobile calls @ 25p/Min
12552,38,,90 days,All Local & STD Calls @25p
12553,49,,7 days,4800 Local/STD Mobiles secs free
12554,56,,21 days,All Local/STD Mobile calls @30p/min
12555,63,,21 days,"Unlimited Local Reliance calls (Capping of 1000 mins,post 1000 mins Local Reliance calls @10p/min)"
12556,64,,60 days,All Local & STD mobile calls @ 1p/2sec
12557,67,,28 days,All Local/STD Mobile calls@30p/min
12558,73,,28 days,"Unlimited Local Reliance calls (Capping of 1000 mins,post 1000 mins Local Reliance calls@10p/min)"
12559,81,,14 days,190 Local mins
12560,82,,28 days,All Local/STD Mobile calls @25p/min
12561,84,,7 days,Unlimited Local & STD Onnet in home and roaming Unlimited Local & STD Offnet landline in home and roaming @30 min/day Local & STD Offnet mobile in home and roaming Incoming roaming Free
12562,89,,7 days,Local /STD Reliance calls @15p/min 
12563,101,,14 days,9800 local/STD seconds
12564,102,,56 days,All Local/STD Mobile calls @25p/min
12565,114,,56 days,All Local/STD Mobile calls @1p/2sec on STV 114
12566,127,,84 days,All Local/STD Mobile calls@30p/min
12567,139,,90 days,Unlimited local calls to Relaince numbers. Local Landline calls at base tariff
12568,164,,84 days,All Local/STD Mobile calls @1p/2sec 
12569,201,,21 days,25000 Local secs
12570,235,,28 days,25000 Local Reliance Secs + 25000 Local secs to other network .
12571,295,,28 days,Unlimited Local & STD Onnet in home and roaming Unlimited Local & STD Offnet landline in home and roaming @30 min/day Local & STD Offnet mobile in home and roaming Incoming roaming Free
