id,cost,talktime,validity,comments
15284,10,7.48,N.A,Talktime of Rs. 7.48 for Rs. 10 recharge by Tata Indicom
15285,20,14.94,N.A,Talktime of Rs. 14.94 for Rs. 20 recharge by Tata Indicom
15286,40,33.94,N.A,Talktime of Rs. 33.94 for Rs. 40 recharge by Tata Indicom
15287,60,52.18,N.A,Talktime of Rs. 52.18 for Rs. 60 recharge by Tata Indicom
