id,cost,talktime,validity,short description,long description
14911,4,,1 day,Recharge of Rs. 4 by RelianceGSM,All Local & STD Mobile calls @ 30p/min
14912,8,,2 days,Recharge of Rs. 8 by RelianceGSM,Local Onnet calls @ 15p/min and other Local + STD calls @ 35p/min
14913,9,,1 day,Recharge of Rs. 9 by RelianceGSM,60 Local R2R mins
14914,11,,3 days,Recharge of Rs. 11 by RelianceGSM,Local onnet Mobile calls @ 15p/min and other local and STD Mobile calls @ 35p/min
14915,12,,2 days,Recharge of Rs. 12 by RelianceGSM,Local Onnet calls @ 10p/min
14916,15,,21 days,Recharge of Rs. 15 by RelianceGSM,Local/STD calls @ 50p/mins
14917,19,,14 days,Recharge of Rs. 19 by RelianceGSM,All Local & STD Mobile calls @ 30p/min
14918,23,,14 days,Recharge of Rs. 23 by RelianceGSM,Onnet Mobile calls @10p/min
14919,28,,2 days,Recharge of Rs. 28 by RelianceGSM,70 All Local Minutes
14920,31,,28 days,Recharge of Rs. 31 by RelianceGSM,All Local & STD Mobile calls @ 35p/min
14921,33,,7 days,Recharge of Rs. 33 by RelianceGSM,4000 Local/STD sec
14922,35,,28 days,Recharge of Rs. 35 by RelianceGSM,All Local & STD Mobile calls @ 30p/min
14923,43,,28 days,Recharge of Rs. 43 by RelianceGSM,Onnet Mobile calls @10p/min
14924,53,,28 days,Recharge of Rs. 53 by RelianceGSM,Local & STD R2R calls @ 10p/min + Other Local & STD Mobile calls @ 30p/min
14925,59,,28 days,Recharge of Rs. 59 by RelianceGSM,All Local Mobile calls @ 20p/min
14926,62,,90 days,Recharge of Rs. 62 by RelianceGSM,All Local & STD Calls @35p
14927,91,,7 days,Recharge of Rs. 91 by RelianceGSM,Local + STD Onnet calls @ 10p/min
14928,95,,7 days,Recharge of Rs. 95 by RelianceGSM,Unlimited Local R2R Calls
14929,99,,7 days,Recharge of Rs. 99 by RelianceGSM,Unlimited Local Onnet calls
14930,105,,28 days,Recharge of Rs. 105 by RelianceGSM,1200 Local R2R Minutes
14931,203,,28 days,Recharge of Rs. 203 by RelianceGSM,1000 All Local Calling Minutes
14932,425,,28 days,Recharge of Rs. 425 by RelianceGSM,UNLIMITED Local + STD Onnet Mobile calls -- Free daily other calling 30 mins
14933,497,,28 days,Recharge of Rs. 497 by RelianceGSM,"1,00,000 Local + STD seconds"
