id,cost,talktime,validity,comments
21405,19,,1 day,Prime: 200 MB Data Non-Prime: 100 MB Data -- Unlimited Local/STD & roaming calls to any network in India -- 100 Local/National & roaming SMS to any network in India -- Complimentary subscription of Jio apps
21406,49,,3 days,Prime: 600 MB Data Non-Prime: 300 MB Data -- Unlimited Local/STD & roaming calls to any network in India -- 100 Local/National & roaming SMS to any network in India -- Complimentary subscription of Jio apps
21407,96,,7 days,"Prime: Unlimited Data (Post 1GB High Speed Data per day, speed will throttle to 128Kbps)Non-Prime: 600 MB Data -- Unlimited Local/STD & roaming calls to any network in India -- 100 Local/National & roaming SMS to any network in India -- Complimentary subscription of Jio apps"
21408,149,,28 days,2 GB 4G Data -- Unlimited Local/STD & roaming calls to any network in India -- 300 Local/National & roaming SMS to any network in India -- Free subscription of Jio apps -- Available for Jio Prime customers only
21409,309,,56 days,"56 GB Data (1 GB/day), Post 1 GB/day unlimited data at 128 kbps -- Unlimited voice: Local/STD, Roaming for all operators -- SMS: Unlimited Local/STD, Roaming SMS to all operators -- Free subscription of Jio apps -- Available for Jio Prime customers only"
21410,349,,56 days,"20 GB Data, Post 20 GB unlimited data at 128 kbps -- Unlimited voice: Local/STD, Roaming for all operators -- SMS: Unlimited Local/STD, Roaming SMS to all operators -- Free subscription of Jio apps -- Available for Jio Prime customers only"
21411,399,,84 days,"84 GB Data (1 GB/day), Post 1 GB/day unlimited data at 128 kbps -- Unlimited voice: Local/STD, Roaming for all operators -- SMS: Unlimited Local/STD, Roaming SMS to all operators -- Free subscription of Jio apps -- Available for Jio Prime customers only"
21412,509,,56 days,"112 GB Data (2 GB/day), Post 2 GB/day unlimited data at 128 kbps -- Unlimited voice: Local/STD, Roaming for all operators -- SMS: Unlimited Local/STD, Roaming SMS to all operators -- Free subscription of Jio apps -- Available for Jio Prime customers only"
21413,999,,90 days,"90 GB Data, Post 90 GB Unlimited data at 128 kbps -- Unlimited Local/STD & roaming calls to any network in India -- Unlimited Local/National & roaming SMS to any network in India -- Free subscription of Jio apps -- Available for Jio Prime customers only"
21414,1999,,120 days,"155 GB Data, Post 155 GB Unlimited data at 128 Kbps -- Unlimited Local/STD & roaming calls to any network in India -- Unlimited Local/National & roaming SMS to any network in India -- Free subscription of Jio apps -- Available for Jio Prime customers only"
21415,4999,,210 days,"380 GB Data, Post 380 GB Unlimited data at 128 Kbps -- Unlimited Local/STD & roaming calls to any network in India -- Unlimited Local/National & roaming SMS to any network in India -- Free subscription of Jio apps -- Available for Jio Prime customers only"
21416,9999,,390 days,"780 GB Data, Post 780 GB Unlimited data at 128 Kbps -- Unlimited Local/STD & roaming calls to any network in India -- Unlimited Local/National & roaming SMS to any network in India -- Free subscription of Jio apps -- Available for Jio Prime customers only"
