id,cost,talktime,validity,comments
2244,7,,5 days,STD mobile @ 30P/Min (1st 120 sec of the Day@1.5p/sec)
2245,22,,28 days,STD Mobile Call @35p/Min
2246,33,,28 days,STD Mobile Call @25p/Min
