id,cost,talktime,validity,comments
11533,13,,7 days,STD calls @ 25p/min (First 60 STD seconds at 2p/sec everyday)
11534,28,,28 days,Call STD @35p/min ( First STD minute every day would be charged @Rs1.50/min) -- 
11535,34,,28 days,STD calls @ 25p/min
11536,72,,35 days,All STD calls @25p/min
11537,86,,56 days,All STD calls @ 30p/min
11538,118,,56 days,All STD calls @ 25p/min
