id,cost,talktime,validity,comments
11431,5,,1 day,30 MB Data -- Overage: 4p/10KB -- 
11432,17,,1 day,Unlimited 2G Data pack -- 
11434,29,,4 days,170 MB Data  -- Overage: 4P/10KB
11435,37,,5 days,210 MB Data -- Overage: 4P/10KB
11436,46,,6 days,265 MB Data -- Overage: 4P/10KB
11438,59,,7 days,340 MB Data -- Overage: 4P/10KB
11440,106,,28 days,350 MB -- Overage: 4P/10KB
11441,111,,28 days,330 MB+330 MB Night~ -- Overage: 4P/10KB
11442,124,,14 days,710 MB Data -- Overage: 4P/10KB
11443,155,,28 days,500 MB -- Overage: 4P/10KB
11444,175,,28 days,1 GB Data -- Overage: 4P/10KB
11445,199,,28 days,Unlimited -- FUP limit: 1.25 GB
11447,249,,28 days,Unlimited -- FUP limit: 3 GB
