id,cost,talktime,validity,comments
11420,12,,7 days,120 Local + National SMS
11421,25,,28 days,300 Local + National SMS
11422,58,,28 days,650 Local + National SMS
11423,78,,28 days,850 Local + National SMS
11424,94,,30 days,1000 Local + National SMS
