id,cost,talktime,validity,short description,long description
15498,200,200,N.A,Recharge of Rs. 200 by Indicom,Talktime of Rs. 200 for Rs. 200 recharge by Tata Indicom
15499,250,250,N.A,Recharge of Rs. 250 by Indicom,Talktime of Rs. 250 for Rs. 250 recharge by Tata Indicom
15500,290,290,N.A,Recharge of Rs. 290 by Indicom,Talktime of Rs. 290 for Rs. 290 recharge by Tata Indicom
15501,350,350,N.A,Recharge of Rs. 350 by Indicom,Talktime of Rs. 350 for Rs. 350 recharge by Tata Indicom
15502,400,400,N.A,Recharge of Rs. 400 by Indicom,Talktime of Rs. 400 for Rs. 400 recharge by Tata Indicom
15503,490,490,N.A,Recharge of Rs. 490 by Indicom,Talktime of Rs. 490 for Rs. 490 recharge by Tata Indicom
15504,500,500,N.A,Recharge of Rs. 500 by Indicom,Talktime of Rs. 500 for Rs. 500 recharge by Tata Indicom
15505,510,510,N.A,Recharge of Rs. 510 by Indicom,Talktime of Rs. 510 for Rs. 510 recharge by Tata Indicom
15506,600,600,N.A,Recharge of Rs. 600 by Indicom,Talktime of Rs. 600 for Rs. 600 recharge by Tata Indicom
15507,700,700,N.A,Recharge of Rs. 700 by Indicom,Talktime of Rs. 700 for Rs. 700 recharge by Tata Indicom
15508,800,800,N.A,Recharge of Rs. 800 by Indicom,Talktime of Rs. 800 for Rs. 800 recharge by Tata Indicom
15509,900,900,N.A,Recharge of Rs. 900 by Indicom,Talktime of Rs. 900 for Rs. 900 recharge by Tata Indicom
15510,1000,1000,N.A,Recharge of Rs. 1000 by Indicom,Talktime of Rs. 1000 for Rs. 1000 recharge by Tata Indicom
15511,2000,2000,N.A,Recharge of Rs. 2000 by Indicom,Talktime of Rs. 2000 for Rs. 2000 recharge by Tata Indicom
