id,cost,talktime,validity,comments
18432,12,,2 days,100 Local SMS / day to VF/Mobile
18433,27,,28 days,75 local SMS/day.1st SMS of the day charged at Rs.1/sms
18434,38,,28 days,75 Local SMS + 25 National SMS/ day First SMS of the day charged @ Rs.1/SMS
18435,47,,28 days,Free 75 Local SMS + 25 National SMS / day
