id,cost,talktime,validity,short description,long description
16233,5,,1 hour,Recharge of Rs. 5 by Vodafone,Unlimited internet -- 
16234,15,,1 day,Recharge of Rs. 15 by Vodafone,Unlimited 2G Data
16235,18,,2 days,Recharge of Rs. 18 by Vodafone,75 MB 2G Data
16236,27,,3 days,Recharge of Rs. 27 by Vodafone,150 MB 2G Data
16237,31,,28 days,Recharge of Rs. 31 by Vodafone,105MB 2G Data 
16238,46,,7 days,Recharge of Rs. 46 by Vodafone,265 MB 2G data 
16239,54,,28 days,Recharge of Rs. 54 by Vodafone,300 MB 2G 
16240,71,,10 days,Recharge of Rs. 71 by Vodafone,400 MB  2G Data
16241,98,,14 days,Recharge of Rs. 98 by Vodafone,550 MB 2G Data
16242,155,,21 days,Recharge of Rs. 155 by Vodafone,900 MB 2G Data
16243,174,,28 days,Recharge of Rs. 174 by Vodafone,1 GB 2G data
16244,198,,28 days,Recharge of Rs. 198 by Vodafone,Unlimited 1.25 GB free 2G Data at 2G speeds and Post that unlimited at 40 Kbps
16245,209,,28 days,Recharge of Rs. 209 by Vodafone,1 GB 2G Data + Extra 1 GB 2G Night Data (12AM to 6AM)
