id,cost,talktime,validity,comments
4801,26,,26 hours,U/L Voice (Local/STD) (On-Net/Off-Net) in Home LSA
4802,34,,1 day,72 Mins local and STD calls Onnet
4803,42,,21 days,For Per Minute plan:(a)10paisa/min for On-net voice calls (Local/STD)(b)30paisa/min for Off-netvoicecalls(Local/STD) -- For Per Second plan:(a)1paisa/3sec for On-net voice calls (Local/STD) (b)2paisa/3 sec for Off-net Voice calls (Local/STD)
4804,43,,25 days,Local any net call 1.4 paise 2sec.
4805,59,,20 days,Local/STD Any-Net calls @1.2ps/2 Sec
4806,65,,27 days,Local Onnet calls at 15 ps per Min
4807,69,,30 days,Local Call Anynet at 1 ps per 2 sec
4808,88,,48 days,For Per Minute plan:(a)10paisa/min for On-net voice calls (Local/STD)(b)30paisa/min for Off-netvoicecalls(Local/STD) -- For Per Second plan:(a)1paisa/3sec for On-net voice calls (Local/STD) (b)2paisa/3 sec for Off-net Voice calls (Local/STD)
4809,123,,75 days,LOCAL CALLS TO ANY NET 1.4ps per 2 Sec -- 
4810,135,,28 days,275 min free to any network (Local/STD)
4811,143,,30 days,Unlimited Local/STD Onnet voice calls + free 20 Mins/day Local/STD offnet calls -- This STV is applicable only for all free plan-144 customers.
4812,159,,28 days,20300 Sec Loc or STD calls to any network
4813,160,,60 days,Local/STD Any-Net calls @1.2ps/2 Sec
4814,181,,30 days,23800 Sec Local/STD Voice Calls to Any N/w
4815,185,,30 days,Free 175 Min Local or STD Onnet and 225 Min Local or STD Offnet calls -- 
4816,201,,28 days,26800 seconds Local/STD Any-Net Calls	
4817,304,,30 days,Free 30 Min per day Local or STD Anynet calls -- 
4818,325,,30 days,Unlimited free local calls onnet and offnet at 49ps per min -- 
4819,344,,24 days,Unlimited Local On-Net calls
4820,359,,60 days,Free 52000 Secs to Any Network Local and STD Calls
4821,399,,60 days,Free 375 Min Local or STD onnet and 525 Min Local or STD Offnet calls -- 
4822,449,,84 days,1400 min Local/STD Any-Net calls	
4823,500,,30 days,Unlimited free local calls onnet and offnet at 49ps per min -- Special STV for Forest dept. Applicable only to FRC-480 plan
4824,574,,27 days,Unlimited Local On-Net calls plus 500min Local/STD Any-Net Calls
4825,699,,28 days,Unlimited Local/STD On-Net calls
4826,894,,81 days,Unlimited Local On-Net calls
4827,1494,,81 days,Unlimited Local On-Net calls -- 1500 min Local/STD Any-Net Calls
