id,cost,talktime,validity,comments
4761,3,,1 day,Data Rate cutter: 9ps/MB from 0200 hours to 0600 hours
4762,4,,1 day,20MB 2G/3G Data
4763,17,,1 day,110 MB 2G/3G
4764,28,,3 days,150 MB 2G/3G
4765,39,,5 days,200 MB 2G/3G
4766,46,,2 days,1 GB 2G/3G Data free and beyond freebies Volume based data charging 5ps/MB from 0200 hours to 0600 hours
4767,56,,21 days,250 MB 2G/3G
4768,63,,28 days,Data Rate cutter: 9ps/MB from 0200 hours to 0600 hours
4769,68,,1 day,1 GB 2G/3G Data
4770,74,,5 days,Unlimited onnet voice calls local/STD -- 1 GB free 2G/3G data -- 74minoffnet voice calls
4771,98,,10 days,1300MB  2G/3G Data -- Double data offer from 15 to 20 Aug 2017
4772,103,,5 days,1 GB 2G/3G -- This is MobileTV data plan.
4773,155,,17 days,1.5GB  2G/3G Data -- Double data offer from 15 to 20 Aug 2017
4774,156,,10 days,3.2GB 2G/3G Data. Data charges after freebies 3P/10KB
4775,198,,21 days,2.2GB  2G/3G Data -- Double data offer from 15 to 20 Aug 2017
4776,211,,15 days,1 GB 2G/3G Data with MobileTV
4777,223,,28 days,1 GB 2G/3G Data -- 80 Free TV Channels by M/s SITI Networks Limited
4778,241,,30 days,2.7GB  2G/3G Data -- Double data offer from 15 to 20 Aug 2017
4779,292,,30 days,3.5GB  2G/3G Data -- Double data offer from 15 to 20 Aug 2017
4780,333,,56 days,"Triple Ace_333: 3 GB/Day 2G/3G Data, Post 3GB/day unlimited internet @ 80kbps"
4781,339,,26 days,Unlimited local/STD BSNL to BSNL + Local/STD BSNL to Others: 30 minutes/day and 25P/minutes after that 30 minutes/day -- Unlimited 2G/3G data (with FUP of 3 GB per day with no speed restriction and thereafter with speed restriction of 80kbps.)
4782,349,,26 days,DilKholkeBolSTV_349: Unlimited voice (Local/STD) in Home LSA -- Unlimited 2G/3G Data (speed reduced to 80kbps after 2.5 GB)
4783,395,,60 days,NehleperDehlaSTV_395: Unlimited 2G/3G Data (2 GB/Day.Speed reduced to 80kbps after 2 GB/day) -- Free 3000 Minutes On-net Voice (Local/STD) + Free 1800 Minutes Off-net Voice (Local/STD).(Callcharges after free calls 20ps/Min.)
4784,398,,30 days,Data Unlimited and Speed 80Kbps after 2GB
4785,444,,90 days,"Chaukka_444: 4 GB/Day 2G/3G Data, Post 4GB/day unlimited internet @ 80kbps"
4786,549,,30 days,6 GB 2G/3G Data
4787,561,,90 days,8GB  2G/3G Data -- Double data offer from 15 to 20 Aug 2017
4788,597,,180 days,6GB 2G/3G Data
4789,629,,30 days,Data Unlimited and Speed 80Kbps after 3GB
4790,821,,120 days,12GB  2G/3G Data -- Double data offer from 15 to 20 Aug 2017
4791,1099,,30 days,Unlimited 2G/3G data with no speed restriction.
4792,1197,,365 days,14GB 2G/3G Data
4793,1498,,365 days,36GB  2G/3G Data -- Double data offer from 15 to 20 Aug 2017
4794,1949,,270 days,40GB  2G/3G Data -- Double data offer from 15 to 20 Aug 2017
4795,2399,,60 days,Data Unlimited and Speed 80Kbps after 16GB
4796,2798,,365 days,72GB  2G/3G Data -- Double data offer from 15 to 20 Aug 2017
4797,3099,,60 days,15 GB 2G/3G Data -- Unlimited Onnet Voice calls with Roaming + 500 Min offnet calls with roaming.
4798,3998,,365 days,110GB  2G/3G Data -- Double data offer from 15 to 20 Aug 2017
4799,4498,,365 days,160GB  2G/3G Data -- Double data offer from 15 to 20 Aug 2017
4800,139,,26 days,Unlimited Local/ STD calls from BSNL N/w to BSNL N/w -- 1 GB 2G/3G Data
