id,cost,talktime,validity,comments
7987,155,,180 days,Local & STD mobile calls @ 30 p/min
7988,775,,180 days,Incoming calls on roaming @ 0p/ min. All Outgoing calls @ 80p/ min. on Roaming Network All STD calls @ 1.15p/ min. on Roaming Network  -- All Local SMS from Roaming Network @ 25p/ SMS All National SMS from Roaming Network @ 38p/ SMS
