id,cost,talktime,validity,short description,long description
15692,19,,2 days,Recharge of Rs. 19 by Indicom,Unlimited Local TATA to TATA mobile calls
15693,34,,56 days,Recharge of Rs. 34 by Indicom,"Local On-Net mobile calls @ 30p/min -- Local Off-Net mobile calls @ 30p/min -- STD On-Net mobile calls @ 30p/min -- STD Off-Net mobile calls @ 30p/min -- Benefit applicable in following Tehsils only: Almora, Amroha, Auraiya, Baghpat, Baraut, Behat, Bharthana, Bhatwari, Bhogaon, Bidhuna, Bijnor, Bilari, Bilaspur, Bisalpur, Bisauli, Budaun, Budhana, Bulandshahr, Chakarnagar, Chamoli, Champawat, Chandausi, Chhata, Dadri, Deoband, Dataganj, Devprayag, Dhampur, Dunda, Etawah, Etah, Firozabad, Gabhana, Garhmukteshwar, Gautam Buddha Nagar, Ghaziabad, Hapur, Hardwar, Hasanpur, Hathras, Iglas, Jasrana, Jaswantnagar, Jewar, Joshimath, Karhal, Karnaprayag, Kasganj, Kashipur, Khatauli, Khair, Khatima, Khekada, Khurja, Koil, Kotdwara, Mat, Mainpuri, Mathura, Meerut, Milak, Modinagar, Moradabad, Muradnagar, Muzaffarnagar, Najibabad, Narendranagar, Pauri, Pilibhit, Pithoragarh, Puranpur, Rampur, Ranikhet, Roorkee, Rudraprayag, Rudrapur, Sadabad, Saharanpur, Saifai, Sambhal, Sardhana, Shahabad, Shikohabad, Sikandrabad, Sitarganj, Srinagar, Suar, Tehri, Tundla, Vrindavan"
15694,44,,15 days,Recharge of Rs. 44 by Indicom,"100 Local+STD Minutes -- Benefit applicable in following Tehsils only: Almora, Amroha, Auraiya, Baghpat, Baraut, Behat, Bharthana, Bhatwari, Bhogaon, Bidhuna, Bijnor, Bilari, Bilaspur, Bisalpur, Bisauli, Budaun, Budhana, Bulandshahr, Chakarnagar, Chamoli, Champawat, Chandausi, Chhata, Dadri, Deoband, Dataganj, Devprayag, Dhampur, Dunda, Etawah, Etah, Firozabad, Gabhana, Garhmukteshwar, Gautam Buddha Nagar, Ghaziabad, Hapur, Hardwar, Hasanpur, Hathras, Iglas, Jasrana, Jaswantnagar, Jewar, Joshimath, Karhal, Karnaprayag, Kasganj, Kashipur, Khatauli, Khair, Khatima, Khekada, Khurja, Koil, Kotdwara, Mat, Mainpuri, Mathura, Meerut, Milak, Modinagar, Moradabad, Muradnagar, Muzaffarnagar, Najibabad, Narendranagar, Pauri, Pilibhit, Pithoragarh, Puranpur, Rampur, Ranikhet, Roorkee, Rudraprayag, Rudrapur, Sadabad, Saharanpur, Saifai, Sambhal, Sardhana, Shahabad, Shikohabad, Sikandrabad, Sitarganj, Srinagar, Suar, Tehri, Tundla, Vrindavan"
15695,59,,21 days,Recharge of Rs. 59 by Indicom,"50000 Local Tata to Tata seconds  -- Benefit applicable in following Tehsils only: Almora, Amroha, Auraiya, Baghpat, Baraut, Behat, Bharthana, Bhatwari, Bhogaon, Bidhuna, Bijnor, Bilari, Bilaspur, Bisalpur, Bisauli, Budaun, Budhana, Bulandshahr, Chakarnagar, Chamoli, Champawat, Chandausi, Chhata, Dadri, Deoband, Dataganj, Devprayag, Dhampur, Dunda, Etawah, Etah, Firozabad, Gabhana, Garhmukteshwar, Gautam Buddha Nagar, Ghaziabad, Hapur, Hardwar, Hasanpur, Hathras, Iglas, Jasrana, Jaswantnagar, Jewar, Joshimath, Karhal, Karnaprayag, Kasganj, Kashipur, Khatauli, Khair, Khatima, Khekada, Khurja, Koil, Kotdwara, Mat, Mainpuri, Mathura, Meerut, Milak, Modinagar, Moradabad, Muradnagar, Muzaffarnagar, Najibabad, Narendranagar, Pauri, Pilibhit, Pithoragarh, Puranpur, Rampur, Ranikhet, Roorkee, Rudraprayag, Rudrapur, Sadabad, Saharanpur, Saifai, Sambhal, Sardhana, Shahabad, Shikohabad, Sikandrabad, Sitarganj, Srinagar, Suar, Tehri, Tundla, Vrindavan"
15696,149,,30 days,Recharge of Rs. 149 by Indicom,"500 Local+STD Minutes  -- Benefit applicable in following Tehsils only: Almora, Amroha, Auraiya, Baghpat, Baraut, Behat, Bharthana, Bhatwari, Bhogaon, Bidhuna, Bijnor, Bilari, Bilaspur, Bisalpur, Bisauli, Budaun, Budhana, Bulandshahr, Chakarnagar, Chamoli, Champawat, Chandausi, Chhata, Dadri, Deoband, Dataganj, Devprayag, Dhampur, Dunda, Etawah, Etah, Firozabad, Gabhana, Garhmukteshwar, Gautam Buddha Nagar, Ghaziabad, Hapur, Hardwar, Hasanpur, Hathras, Iglas, Jasrana, Jaswantnagar, Jewar, Joshimath, Karhal, Karnaprayag, Kasganj, Kashipur, Khatauli, Khair, Khatima, Khekada, Khurja, Koil, Kotdwara, Mat, Mainpuri, Mathura, Meerut, Milak, Modinagar, Moradabad, Muradnagar, Muzaffarnagar, Najibabad, Narendranagar, Pauri, Pilibhit, Pithoragarh, Puranpur, Rampur, Ranikhet, Roorkee, Rudraprayag, Rudrapur, Sadabad, Saharanpur, Saifai, Sambhal, Sardhana, Shahabad, Shikohabad, Sikandrabad, Sitarganj, Srinagar, Suar, Tehri, Tundla, Vrindavan"
