id,cost,talktime,validity,comments
497,44,44,4 days,44 MB data of 3G data
498,48,48,5 days,1 Loc night A-A min
499,69,69,7 days,300 Local A-A Seconds
500,83,83,30 days,All incoming calls @ 45 p/min
501,88,88,8 days,88 MB of 3G data
505,225,240,28 days,300 local A-A secs (5 days)
507,500,550,N.A,Talktime - 550
516,111,11,11 days,111 MB data of 3G data
518,125,102.93,N.A,300 Local A-A secs (5 Days val)
519,251,150,28 days,1.25 GB 2G/3G Data
520,299,150,N.A,1.75 GB 3G/2G Data (30 days)
525,197,,28 days,"Unlimited Local On-net & STD On-net, 54000 secs Local Off-net & STD Off-net -- 100 SMS/day -- DATA - 1 GB 3G + Unltd 2G,Post free secs on STD/LOC OFFNET, calls @ 25p/min"
526,295,,28 days,"Unlimited Local Onnet Calls, 1.25 Lakh Local Offnet Secs, 100 Free SMS/day"
527,297,,28 days,"Unlimited Local On-net & STD On-net,108000 secs Local Off-net & STD Off-net, Post free secs on STD/LOC OFFNET, calls @ 25p/min -- 100 SMS/day -- DATA - 2GB 3G+ Unltd 2G"
528,495,,28 days,"Unlimited Local/STD Onnet Calls, 2 Lakh Local/STD Offnet Calls -- 1 GB 3G/2G data -- 100 Free SMS/day"
540,194,,28 days,Unlimited Local & STD Calls -- 1 GB Data
