id,cost,talktime,validity,comments
578,15,,30 days,All STD Calls @ 25p/m
579,41,,28 days,"All STD mobile calls @ 1p/2sec, capping at 750 STD minutes post which customer will be charged 1.5p/2sec"
580,55,,28 days,Aircel to Aircel STD mobile calls @ 15p/min & other STD mobile calls at 35p/min.
