id,cost,talktime,validity,comments
521,4,,1 day,100 Local/National SMS
522,16,,21 days,2100 Local/National A-A SMS
523,23,,28 days,SMS pack with 300 L/N SMS
524,73,,30 days,1250 L+N SMS
