id,cost,talktime,validity,comments
14104,14,,28 days,50 MB 3G Data
14105,16,,1 day,1 GB 3G Data
14106,25,,3 days,100 MB
14107,32,,3 days,1 GB 3G Data
14108,38,,7 days,786 All Call Secs everyday + 786 KB 3G data 2 times everyday
14109,41,,7 days,100 MB 3G Data 
14110,45,,28 days,125 MB 3G Data
14111,48,,28 days,1 GB 3G Data
14112,89,,28 days,1 GB/ Day 3G Data
14113,95,,3 days,1 GB 3G Data
14114,98,,28 days,2 GB 3G Data
14115,99,,21 days,450 MB 3G Data
14116,124,,28 days,550 MB 3G Data 
14117,143,,7 days,750MB 3G data. Unused data quota will be forfeited.
14118,148,,28 days,3 GB 3G Data
14119,149,,15 days,500 MB 3G Data
14120,159,,21 days,850 MB 3G Data
14121,192,,21 days,1GB Data
14122,198,,28 days,1.5 GB 3G Data for Day + 1.5 GB 3G Data For Night
14123,243,,28 days,1.25 GB 3G Data. Unused data quota will be forfeited.
14124,252,,28 days,1GB Data
14125,259,,28 days,3 GB 3G Data
14126,298,,28 days,4 GB 3G Data
14127,343,,28 days,2GB 3G Data. Unused data quota will be forfeited.
14128,493,,28 days,3GB 3G Data. Unused data quota will be forfeited.
14129,649,,60 days,10 GB 3G Data
14130,693,,28 days,5GB 3G Data. Unused data quota will be forfeited.
14131,786,,180 days,Get 1GB/ DAY 3G Data 
14132,1297,,28 days,10Gb 3G Data. Unused data quota will be forfeited.
