id,cost,talktime,validity,short description,long description
13055,10,7.47,N.A,Recharge of Rs. 10 by RelianceGSM,Talktime of Rs. 7.47 for Rs. 10 recharge by Reliance GSM
13056,20,14.95,N.A,Recharge of Rs. 20 by RelianceGSM,Talktime of Rs. 14.95 for Rs. 20 recharge by Reliance GSM
13057,30,22.42,N.A,Recharge of Rs. 30 by RelianceGSM,Talktime of Rs. 22.42 for Rs. 30 recharge by Reliance GSM
13059,50,39.37,N.A,Recharge of Rs. 50 by RelianceGSM,Talktime of Rs. 39.37 for Rs. 50 recharge by Reliance GSM
13062,70,56.32,N.A,Recharge of Rs. 70 by RelianceGSM,Talktime of Rs. 56.32 for Rs. 70 recharge by Reliance GSM
13064,80,64.8,N.A,Recharge of Rs. 80 by RelianceGSM,Talktime of Rs. 64.8 for Rs. 80 recharge by Reliance GSM
13065,100,81.75,N.A,Recharge of Rs. 100 by RelianceGSM,Talktime of Rs. 81.75 for Rs. 100 recharge by Reliance GSM
13066,130,107.17,N.A,Recharge of Rs. 130 by RelianceGSM,Talktime of Rs. 107.17 for Rs. 130 recharge by Reliance GSM
13067,150,124.12,N.A,Recharge of Rs. 150 by RelianceGSM,Talktime of Rs. 124.12 for Rs. 150 recharge by Reliance GSM
13068,200,166.49,N.A,Recharge of Rs. 200 by RelianceGSM,Talktime of Rs. 166.49 for Rs. 200 recharge by Reliance GSM
13069,210,174.97,N.A,Recharge of Rs. 210 by RelianceGSM,Talktime of Rs. 174.97 for Rs. 210 recharge by Reliance GSM
13070,220,183.44,N.A,Recharge of Rs. 220 by RelianceGSM,Talktime of Rs. 183.44 for Rs. 220 recharge by Reliance GSM
13071,250,208.86,N.A,Recharge of Rs. 250 by RelianceGSM,Talktime of Rs. 208.86 for Rs. 250 recharge by Reliance GSM
13072,300,251.24,N.A,Recharge of Rs. 300 by RelianceGSM,Talktime of Rs. 251.24 for Rs. 300 recharge by Reliance GSM
13073,330,276.66,N.A,Recharge of Rs. 330 by RelianceGSM,Talktime of Rs. 276.66 for Rs. 330 recharge by Reliance GSM
13074,450,378.36,N.A,Recharge of Rs. 450 by RelianceGSM,Talktime of Rs. 378.36 for Rs. 450 recharge by Reliance GSM
13075,550,463.1,N.A,Recharge of Rs. 550 by RelianceGSM,Talktime of Rs. 463.1 for Rs. 550 recharge by Reliance GSM
13076,770,649.54,N.A,Recharge of Rs. 770 by RelianceGSM,Talktime of Rs. 649.54 for Rs. 770 recharge by Reliance GSM
13077,1000,844.46,N.A,Recharge of Rs. 1000 by RelianceGSM,Talktime of Rs. 844.46 for Rs. 1000 recharge by Reliance GSM
