id,cost,talktime,validity,comments
3800,5,,7 days,"Local A2A mobile calls @10p/m, Local other mobile calls @30p/m, STD mobile calls @25p/m -- Nepal calls @12p/s -- Applicable only for new subscribers as FRC/SRC"
3801,48,,35 Days,All Unlimited Local + STD calls in National Roaming (35 Days). For 4G H/s and 4G SIM (84 days) -- Applicable only on FRC 445(T&C apply) -- Applicable only for new subscribers as FRC/SRC
3802,55,20,90 days,"All Local + STD Mobile calls @1.5p/sec, Local Landline calls @2p/sec, STD Landline calls @2.5p/sec -- Applicable for new customers within 15 days of activation -- Applicable only for new subscribers as FRC/SRC"
3803,57,22,28 days,"50 MB 3G/4G Data -- All Local Mobile and STD calls @1.75p/sec, LL @2.5p/sec -- Applicable only for new subscribers as FRC/SRC"
3804,88,53,28 days,"50 MB 3G/4G Data -- All Local Mobile and STD calls 1.75p/sec, LL 2.5p/sec -- Applicable only for new subscribers as FRC/SRC"
3805,105,70,28 days,"50 MB 3G/4G Data -- All Local Mobile and STD calls @1.75p/sec, LL @2.5p/sec -- Applicable only for new subscribers as FRC/SRC"
3806,116,10,28 days,"Data-2 GB 3G/4G Data -- All Local Mobile and STD calls 1.75p/sec, LL 2.5p/sec -- Applicable only for new subscribers as FRC/SRC"
3807,128,88,28 days,"50 MB 3G/4G Data -- All Local Mobile and STD calls @1.75p/sec, LL @2.5p/sec -- Applicable only for new subscribers as FRC/SRC"
3808,145,,28 days,Unlimited Local & STD Airtel calls -- 2 GB data on 4G Handset with 4G SIM and 1 GB for others -- T&C apply -- Applicable only for new subscribers as FRC/SRC
3809,195,,28 days,"Ultd A2A L+N, 150Min A2M -- 2 GB 4G H/s & 1GB for non 4G H/s -- All Local Mob & STD calls 1.75p/s, LL 2.5p/s -- Applicable only for new subscribers as FRC/SRC"
3810,257,,28 days,1 GB 3G/4G Data -- Applicable only for new subscribers as FRC/SRC
3811,293,,84 days,4G handset with 4G SIM: Unlimited Local + STD Airtel mobile -- 1 GB/day Data (84 days)Other handset: Unlimited Local + STD -- 2 GB Data (35 days). T&C apply. -- Applicable only for new subscribers as FRC/SRC
3812,345,,28 days,Unlimited all Local + STD calls -- 1 GB/day 3G/4G data -- T&C apply. -- Applicable only for new subscribers as FRC/SRC
3813,445,,84 Days,4G handset with 4G SIM: Unlimited Local + STD -- 1GB day Data (84 days)Other handset: Unlimited Local + STD -- 2 GB Data (35 days) -- T&C apply. -- Applicable only for new subscribers as FRC/SRC
