id,cost,talktime,validity,short description,long description
3690,10,7.47,N.A,Recharge of Rs. 10 by Airtel,Talktime of Rs. 7.47 for Rs. 10 recharge by Airtel
3691,20,14.95,N.A,Recharge of Rs. 20 by Airtel,Talktime of Rs. 14.95 for Rs. 20 recharge by Airtel
3693,30,22.42,N.A,Recharge of Rs. 30 by Airtel,Talktime of Rs. 22.42 for Rs. 30 recharge by Airtel
3694,40,30.9,N.A,Recharge of Rs. 40 by Airtel,Talktime of Rs. 30.9 for Rs. 40 recharge by Airtel
3696,50,40.48,N.A,Recharge of Rs. 50 by Airtel,Talktime of Rs. 40.48 for Rs. 50 recharge by Airtel
3697,60,47.85,N.A,Recharge of Rs. 60 by Airtel,Talktime of Rs. 47.85 for Rs. 60 recharge by Airtel
3698,70,56.32,N.A,Recharge of Rs. 70 by Airtel,Talktime of Rs. 56.32 for Rs. 70 recharge by Airtel
3699,80,64.8,N.A,Recharge of Rs. 80 by Airtel,Talktime of Rs. 64.8 for Rs. 80 recharge by Airtel
3700,90,73.27,N.A,Recharge of Rs. 90 by Airtel,Talktime of Rs. 73.27 for Rs. 90 recharge by Airtel
3701,100,83.96,N.A,Recharge of Rs. 100 by Airtel,Talktime of Rs. 83.96 for Rs. 100 recharge by Airtel
3703,150,127.43,N.A,Recharge of Rs. 150 by Airtel,Talktime of Rs. 127.43 for Rs. 150 recharge by Airtel
3704,200,170.91,N.A,Recharge of Rs. 200 by Airtel,Talktime of Rs. 170.91 for Rs. 200 recharge by Airtel
3706,240,200.39,N.A,Recharge of Rs. 240 by Airtel,Talktime of Rs. 200.39 for Rs. 240 recharge by Airtel
3707,250,208.86,N.A,Recharge of Rs. 250 by Airtel,Talktime of Rs. 208.86 for Rs. 250 recharge by Airtel
3708,350,325,N.A,Recharge of Rs. 350 by Airtel,Talktime of Rs. 325 for Rs. 350 recharge by Airtel
3709,390,370,N.A,Recharge of Rs. 390 by Airtel,Talktime of Rs. 370 for Rs. 390 recharge by Airtel
