id,cost,talktime,validity,short description,long description
7214,220,220,N.A,Recharge of Rs. 220 by BSNL,Talktime of Rs. 220 for Rs. 220 recharge by BSNL
7221,1100,1200,N.A,Recharge of Rs. 1100 by BSNL,Talktime of Rs. 1200 for Rs. 1100 recharge by BSNL
