id,cost,talktime,validity,comments
7286,28,,90 days,All local Onnet calls at 49p per Min
7287,42,,21 days,For Per Min Plan: a. 10ps/min for On-Net voice calls (Local/STD)b. 30ps/min for Off-Net voice calls (Local/STD) -- For Per Sec Plan: a. 1ps/3secs for On-Net voice calls (Local/STD)b. 2ps/3 secs for Off-Net voice calls (Local/STD)
7288,44,,25 days,Local any net 1.4P per 2Sec
7289,58,,8 days,5600 Seconds Local or STD to any network
7290,65,,27 days,STV Voice local onnet at 13p/min
7291,69,,30 days,Local Call Anynet at 1 ps per 2 sec
7292,88,,48 days,For Per Min Plan: a. 10ps/min for On-Net voice calls (Local/STD)b. 30ps/min for Off-Net voice calls (Local/STD) -- For Per Sec Plan: a. 1ps/3secs for On-Net voice calls (Local/STD)b. 2ps/3 secs for Off-Net voice calls (Local/STD).
7293,121,,30 days,1800 mins local or STD onnet night(11PM to 6AM)
7294,122,,75 days,Local any net 1.4P per 2Sec
7295,135,,28 days,275 min free to any network (Local/STD)
7296,142,,30 days,U/L On net (local/STD) voice calls + U/L Off-net  (local/STD) voice calls (in Home LSA Only). The Free off-net (Local/STD) voice calls is limited to 20min/day -- This STV is applicable only for all free plan-149 customers.
7297,159,,28 days,Free 20300 Sec Loc or STD calls to any network
7298,164,,5 days,Unlimited(Local plus STD)onnet calls
7299,181,,30 days,23800 Sec Local/STD Voice Calls to Any N/w
7300,201,,28 days,Free 26800 Secs  to Any Network Local and STD Calls
7301,343,,24 days,UNLIMITED Local Onnet free
7302,359,,60 days,52000 sec free to any network (Local/STD)
7303,449,,84 days,1400 min free to any network (Local/STD)
7304,574,,30 days,Unlimited Local onnet plus 500 mins(local plus std)any net
7305,699,,28 days,UNLIMITED LOCAL and STD ONNET CALLS
7306,894,,81 days,UNLIMITED Local On-net free
7307,1494,,90 days,Unlimited Local onnet plus 1500 mins(local plus std)any net
