id,cost,talktime,validity,comments
7308,16,,18 days,All voice calls to Bhutan @10p/sec -- 
7309,18,,30 days,All voice calls to Nepal at Rs.8.50 per min -- 
7310,23,,30 days,"ISD calls to Australia ,Bahrain , Indonesia, Kuwait @ Rs. 6.49/min -- International SMS @ Rs.3/SMS"
7311,27,,30 days,"ISD calls to Bangladesh, Malaysia, Hong kong, Thailand @ Rs. 2.99/min, International SMS @ Rs. 3/SMS"
7312,38,,30 days,"ISD calls to Bahrain, France, Germany, U.K** @ Rs. 4.49/min -- **These STVs are not applicable for ISD code 004470 of UK"
7313,41,,30 days,"ISD calls to Canada , U.S.A. , Singapore , China @ Rs. 1.49/min -- International SMS @ Rs.3/SMS"
