id,cost,talktime,validity,comments
7244,4,,1 day,20MB 2G/3G Data
7245,5,,1 day,2G/3G Data @9paise/MB (02-00hrs to 6-00 Hrs)
7246,14,,1 day,90 MB 2G/3G Data
7247,39,,5 days,200 MB
7248,46,,2 days,1 GB 2G/3G Data & beyond freebies volume based charging 5paisa/MB from 2-00 hrs to 6-00hrs. 
7249,49,,7 days,210 Min anynet -- 1 GB 2G/3G data free.
7250,56,,21 days,250 MB 2G/3G
7251,63,,28 days,2G/3G Data @9paise/MB (02-00hrs to 6-00 Hrs)
7252,78,,3 days,2GB  2G/3G Data -- Double data offer from 15 to 20 Aug 2017
7253,98,,10 days,1300MB  2G/3G Data -- Double data offer from 15 to 20 Aug 2017
7254,103,,5 days,Free data 1GB and 140+ Channels provided by M s Digivive Services Pvt Ltd
7255,155,,17 days,1.5GB  2G/3G Data -- Double data offer from 15 to 20 Aug 2017
7256,178,,17 days,1 GB 2G/3G Data & 70 Free TV Channels by M s P.K.Online
7257,179,,17 days,1 GB 2G/3G Data and No.of Free TV Channels equel to all Channels provided by Digivive Services Pvt. Ltd
7258,182,,17 days,1GB 2G/3G Data and 50 Free TV Channels by M s Apalya Technology
7259,198,,25 days,2.2GB  2G/3G Data -- Double data offer from 15 to 20 Aug 2017
7260,231,,30 days,1.2 GB 2G/3G Data -- Charges after free usage: 2p/10KB -- 
7261,291,,27 days,4GB  2G/3G Data -- Double data offer from 15 to 20 Aug 2017
7262,333,,56 days,"Triple Ace_333: 3 GB/Day 2G/3G Data, Post 3GB/day unlimited internet @ 80kbps"
7263,339,,26 days,Unlimited local/STD BSNL to BSNL + Local/STD BSNL to Others: 30 minutes/day and 25P/minutes after that 30 minutes/day -- Unlimited 2G/3G data (with FUP of 3 GB per day with no speed restriction and thereafter with speed restriction of 80kbps.)
7264,349,,26 days,DilKholkeBolSTV_349: Unlimited voice (Local/STD) in Home LSA -- Unlimited 2G/3G Data (speed reduced to 80kbps after 2.5 GB)
7265,378,,30 days,Unlimited (speed restricted to 80 kbps after 4 GB/day 2G/3G Data) -- On-net Unlimited Off-net 30 min/day
7266,395,,60 days,NehleperDehlaSTV_395: Free 3000 minutes On net voice (Local/STD) + free 1800 minutes offnet (Local/STD) after free minutes call charge @20p/min -- Unlimited 2G/3G data (speed reduced to 80kbps after 2 GB/day)
7267,399,,30 days,"Unlimited 2G/3G data, Speed 80Kbps after 2 GB"
7268,443,,60 days,3 GB 2G/3G Data
7269,444,,90 days,"Chaukka_444: 4 GB/Day 2G/3G Data, Post 4GB/day unlimited internet @ 80kbps"
7270,548,,90 days,Unlimited (speed restricted to 80 kbps after 5 GB/day 2G/3G Data)
7271,549,,30 days,6 GB 2G/3G Data
7272,561,,90 days,8GB  2G/3G Data -- Double data offer from 15 to 20 Aug 2017
7273,597,,180 days,6GB 2G/3G Data
7274,629,,30 days,Data Unlimited and Speed 80Kbps after 3GB
7275,821,,120 days,12GB  2G/3G Data -- Double data offer from 15 to 20 Aug 2017
7276,1099,,30 days,"Unlimited 2G/3G Data, without speed restriction"
7277,1197,,365 days,14GB 2G/3G Data
7278,1498,,365 days,36GB  2G/3G Data -- Double data offer from 15 to 20 Aug 2017
7279,1949,,270 days,40GB  2G/3G Data -- Double data offer from 15 to 20 Aug 2017
7280,2399,,60 days,Data Unlimited. Speed 80Kbps after 16GB
7281,2798,,365 days,72GB  2G/3G Data -- Double data offer from 15 to 20 Aug 2017
7282,3099,,60 days,15 GB 2G/3G Data -- Unlimited Onnet Voice calls with Roaming + 500 Min offnet calls with roaming.
7283,3998,,365 days,110GB  2G/3G Data -- Double data offer from 15 to 20 Aug 2017
7284,4498,,365 days,160GB  2G/3G Data -- Double data offer from 15 to 20 Aug 2017
7285,119,,26 days,Unlimited Local/STD BSNL to BSNL voice calls -- 1 GB 2G/3G Data
