id,cost,talktime,validity,comments
3636,6,,2 days,All Local mobile calls @1p/2sec
3637,8,,5 days,All Local mobile calls @1.2p/2sec
3638,9,,3 days,All Local airtel mobile calls @10p/min
3639,12,,20 days,ALL LOCAL MOBILE CALLS @1.2P/2SEC 
3640,17,,27 days,ALL LOCAL MOBILE CALLS @1.2P/2SEC
3641,19,,2 days,150 min (Local & STD Airtel) 
3642,21,,81 days,LOCAL & STD OUTGOING CALLS ON NATIONAL ROAMING @60P/MIN
3643,26,,27 days,ALL LOCAL MOBILE CALLS @ 1P/2S
3644,28,,14 days,Local airtel mobile calls @10p/m
3645,29,,3 days,250 min (Local & STD Airtel)
3646,31,,27 days,ALL LOCAL + STD MOBILE CALLS @ 1.2P/2S 
3647,41,,27 days,ALL LOCAL AIRTEL MOBILE CALLS @ 10P/M
3648,48,,28 days,RC 48 - LOCAL & STD OUTGOING CALLS ON NATIONAL ROAMING @1.2P/2s FOR 27 DAYS.
3649,199,,10 days,"Free Local Mobile calls, T&C Apply."
3650,295,,56 days,Unlimited All Local + STD Airtel calls -- T & C apply.
3651,299,,4 days,Unlimited Local+ STD all calls
3652,346,,60 days,Unlimited All Local + STD Airtel calls -- T & C apply.
3653,395,,75 days,Unlimited All Local + STD Airtel calls -- T & C apply.
