id,cost,talktime,validity,comments
17909,230,230,N.A,Talktime of Rs. 230 for Rs. 230 recharge by Vodafone
17910,340,340,N.A,Talktime of Rs. 340 for Rs. 340 recharge by Vodafone
17911,350,350,N.A,Talktime of Rs. 350 for Rs. 350 recharge by Vodafone
17912,450,450,N.A,Talktime of Rs. 450 for Rs. 450 recharge by Vodafone
17913,500,500,N.A,Talktime of Rs. 500 for Rs. 500 recharge by Vodafone
17914,750,750,N.A,Talktime of Rs. 750 for Rs. 750 recharge by Vodafone
17915,1000,1000,N.A,Talktime of Rs. 1000 for Rs. 1000 recharge by Vodafone
