id,cost,talktime,validity,comments
17934,7,,1 day,40 MB @2G Speed. Post 40 MB you will be charged at 4p/10Kb.
17935,14,,2 days,80 MB @2G Speed. Post 80 MB you will be charged at 4p/10Kb.
17936,15,,1 day,Unlimited 2G data  (24 Hours)
17937,26,,4 days,140 MB @2G Speed. Post 140 MB you will be charged at 4p/10Kb.
17938,37,,28 days,125 MB @2G Speed. Post 125 MB you will be charged at 4p/10Kb.
17939,58,,7 days,325 MB @2G Speed. Post 325 MB you will be charged at 4p/10Kb.
17940,98,,14 days,550 MB @2G Speed. Post 550 MB you will be charged at 4p/10Kb.
17941,125,,28 days,425 MB  Data @2G Speed. Post 425 MB you will be charged at 4p/10Kb.
17942,155,,21 days,1 GB @2G Speed. Post 1 GB you will be charged at 4p/10Kb.
17943,177,,28 days,1 GB @2G Speed. Post 1 GB you will be charged at 4p/10Kb.
17944,196,,28 days,Get upto 3 GB 2G Data for 4 weeks. Assured 1.25 GB 2G on every recharge
17945,199,,28 days,"1.5 GB Data @2G Speed. Post 1.5 GB, 4p/10KB charges will apply."
17946,247,,28 days,"2 GB  Data @2G Speed. Post 2 GB, 4p/10KB charges will apply"
