id,cost,talktime,validity,comments
17947,8,,1 day,30 MB @3G/4G Speed. Post 30 MB you will be charged at 4p/10Kb.
17948,24,,1 day,Unlimited 3G/4G Night data from 1am to 6am
17949,27,,28 days,75 MB 3G/4G Data 
17950,45,,5 days,180 MB @3G/4G Speed. Post 180 MB you will be charged at 4p/10Kb.
17951,49,,1 day,1 GB 3G/4G Data with Validity 1 Day (24 Hours)
17952,95,,5 days,1 GB 3G/4G Data
17953,102,,28 days,300 MB Data @3G/4G Speed. Post 300 MB you will be charged at 4p/10Kb.
17954,147,,14 days,600 MB @3G/4G Speed. Post 600 MB you will be charged at 4p/10Kb.
17955,149,,28 days,"Free Unlimited Vodafone calls (Local & STD) -- For 4G Handset & 4G SIM-2GB 3G/4G Data, For 4G Handset & non-4G SIM-300MB 3G/4G Data & For Non 4G Handset- 50MB 3G/4G Data"
17956,185,,28 days,500 MB 3G/4G internet day and night + 500 MB night (12AM-6 AM) 
17957,198,,28 days,750 MB  Data @3G/4G Speed. Post 750 MB you will be charged at 4p/10Kb.
17958,248,,28 days,1 GB  Data @3G/4G Speed. Post 1 GB you will be charged at 4p/10Kb.
17959,297,,28 days,1 GB 3G/4G internet day and night + 1 GB night (12AM-6 AM) for 28 days
17960,298,,28 days,1.25 GB  Data @3G/4G Speed. Post 1.25 GB you will be charged at 4p/10Kb.
17961,348,,28 days,2 GB Data @3G/4G Speed. Post 2 GB you will be charged at 4p/10Kb.
17962,459,,28 days,3 GB  Data @3G/4G Speed. Post 3 GB you will be charged at 4p/10Kb.
17963,547,,28 days,2 GB 3G/4G internet day and night + 2 GB night (12AM-6 AM) 
17964,599,,28 days,Unlimited Local Vodafone Calls -- 1 GB 3G/4G Data 
17965,659,,28 days,5 GB Data @3G/4G Speed. Post 5 GB speed will be reduced to 64Kbps.
17967,859,,28 days,7 GB Data @3G/4G Speed. Post 7 GB speed will be reduced to 64Kbps.
17968,899,,28 days,Unlimited All Local Calls -- 1 GB 3G/4G Data
17969,999,,28 days,10 GB Data @3G/4G Speed. Post 10 GB speed will be reduced to 64Kbps.
17970,1199,,28 days,12 GB Data @3G/4G Speed. Post 12 GB speed will be reduced to 64Kbps.
17971,1499,,28 days,15 GB Data @3G/4G Speed. Post 15 GB you will be charged at 4p/10Kb.
17972,1555,,28 days,15 GB Data @3G/4G Speed. Post 15 GB speed will be reduced to 64Kbps.
17973,1999,,28 days,20 GB Data @3G/4G Speed. Post 20 GB speed will be reduced to 64Kbps.
17974,19,,2 days,Unlimited local + std V2V calls -- 100 MB 3G/4G Data (4G Handset) 50 MB for Other Handset
17975,46,,7 days,Unlimited local + std V2V calls -- 250 MB 3G/4G Data (4G Handset) 50 MB for Other Handset
17976,93,,7 days,Unlimited local + std V2V + 100 Min V2O local +std calls -- 250 MB 3G/4G Data (4G Handset) 50 MB for Other Handset
17977,349,,28 days,"Free Unlimited All calls (Local & STD) -- 1 GB 3G/4G Data per day, FOR ALL HANDSETS. Daily/Weekly capping applies."
