id,cost,talktime,validity,comments
9449,34,34,5 days,2 Local On-net Night minutes (11pm to 6am) -- Tariff Validity (Days): 1
9467,15,11.21,N.A,2 Local On-net Night minutes (11pm to 6am) -- Tariff Validity (Days): 2
9469,25,18.69,N.A,2 Local On-net Night minutes (11pm to 6am) -- Tariff Validity (Days): 2
9471,35,26.66,N.A,2 Local On-net Night minutes (11pm to 6am) -- Tariff Validity (Days): 2
9473,45,35.14,N.A,2 Local On-net Night minutes (11pm to 6am) -- Tariff Validity (Days): 2
9475,55,43.61,N.A,2 Local On-net Night minutes (11pm to 6am) -- Tariff Validity (Days): 2
9476,60,55,N.A,Talktime: Rs 55 Upto Rs100 subject to time of recharge by customer
9478,75,71,N.A,2 Local On-net Night minutes (11pm to 6am) -- Tariff Validity (Days): 2
9481,100,90,N.A,Talktime: Rs 90 Upto Rs 120 subject to time of recharge by customer
9491,11,,1 day,Unlimited Idea to Idea Onnet calls* + 50 MB Data (Extra 50 MB Data on 4G Handset)
9497,42,,7 days,Unlimited Idea to Idea Onnet calls* + 50 MB Data (Extra 200 MB Data on 4G Handset)
9500,56,,15 days,500 MB (Night 11Pm-6AM) 2G Data -- Overage: 4p/10Kb 
9516,249,,28 days,Unlimited Local & National On-Net MobileCalls* + 0.5GB Data (All)
9517,291,,30 days,1GB 2G data and 200(Local + National) minutes -- Overage: 4p/10Kb
9528,1298,,28 days,Unlimited Local/STD/Roaming* (Roaming is free only on Idea Network)+ 7GB Data (2G)+100 SMS/Day
9529,149,,28 days,Unlimited Local Idea and STD Idea mobile calls*. 50 MB 2G data
