id,cost,talktime,validity,comments
10237,22,,2 days,90 MB 4G/3G Data -- Overage: 4p/10kb -- 
10239,42,,28 days,110 MB 4G/3G Data -- Overage: 4p/10kb
10241,51,,28 days,1 GB 4G/3G Data -- Overage: 4p/10KB -- Available only after Long Term Plan Recharge of MRP 1498
10242,69,,5 days,1 GB 4G/3G Data (5 Days to 28 Days) -- Overage: 4p/10kb
10243,97,,10 days,390 MB 4G/3G Data -- Overage: 4p/10kb -- 
10244,97,,28 days,2 GB 4G/3G data -- Overage: 4p/10KB -- Available only after Long Term Plan recharge of MRP 1498
10245,97,,28 days,1 GB 4G/3G Data -- Overage: 4p/10KB -- Available only after Long Term Plan recharge of MRP 748
10246,101,,28 days,250 MB 4G/3G Data -- Overage: 4p/10kb
10247,112,,28 days,250 MB 4G/3G Data + 250 MB Night  -- Overage: 4p/10kb
10249,123,,14 days,495 MB 4G/3G -- Overage: 4p/10kb
10250,123,,28 days,1 GB 4G/3G Data -- Overage: 4p/10KB -- Available after Long Term Plan recharge of MRP 499
10252,145,,14 days,580 MB 4G/3G Data -- Overage: 4p/10kb
10253,156,,15 days,625 MB 4G/3G Data -- Overage: 4p/10kb
10254,175,,28 days,1 GB 4G/3G Data -- Overage: 4p/10kb
10255,246,,25 days,750 MB 4G/3G Data -- Overage: 4p/10kb
10256,249,,28 days,5 GB 4G/3G Data -- Overage: 4p/10KB -- Available after Long Term plan recharge of MRP 1498
10257,249,,28 days,2.5 GB 4G/3G Data -- Overage: 4p/10KB -- Available after Long term plan recharge of MRP 748
10258,249,,28 days,1.5 GB 4G/3G Data -- Overage: 4p/10kb
10259,251,,28 days,4 GB 4G/3G on 4G 1800 device -- Overage: 4p/10KB
10260,294,,30 days,1 GB 3G/4G Daat -- 400 Loc+Nat mobile Mins
10262,345,,28 days,1 GB 4G/3G Data + 1 GB Night Data  -- Overage: 4p/10kb
10263,349,,28 days,3 GB 4G/3G  Data + 7 GB 4G Data -- Overage: 4p/10kb
10265,493,,30 days,2 GB 3G/4G Data -- 800 Loc+Nat mobile Mins
10266,499,,6 months,Instant 4 GB 4G/3G Data (28 Days) -- For 6 Months enjoy 1 GB 4G/3G data (28 Days) @Rs.123 -- Overage: 4p/10KB on 3G
10267,501,,28 days,10 GB 4G/3G for 4G 1800 device -- Overage: 4p/10KB
10268,547,,28 days,5 GB 4G/3G Data + 10 GB 4G Data -- Overage: 4p/10kb
10269,649,,28 days,Unlimited 3 GB 4G/3G FUP Data -- FUP limit: Speed 40kbps post 3 GB and 20kbps post 4 GB
10270,748,,6 months,"Instant 7 GB 4G/3G Data (28 Days) -- For 6 Months enjoy 1 GB 4G/3G data (28 Days) @Rs.97, 2.5 GB 4G/3G data (28 Days) @Rs.249 -- Overage: 4p/10KB on 3G"
10271,749,,28 days,Unlimited 4 GB 4G/3G FUP Data -- FUP limit: Speed 40kbps post 4 GB and 20kbps post 5 GB
10272,797,,28 days,20 GB 4G/3G Data + 30 GB 4G Data -- Overage: 4p/10kb
10273,949,,28 days,Unlimited 6 GB 4G/3G FUP Data -- FUP limit: Speed 40kbps post 6 GB and 20kbps post 7 GB
10274,997,,28 days,30 GB 4G/3G Data + 40 GB 4G Data -- Overage: 4p/10kb
10275,1248,,28 days,40 GB 4G/3G Data + 50 GB 4G Data -- Overage: 4p/10kb
10276,1249,,28 days,Unlimited 9 GB 4G/3G FUP Data -- FUP limit: Speed 40kbps post 9 GB and 20kbps post 10 GB
10277,1345,,28 days,Unlimited 10 GB 4G/3G FUP Data -- FUP limit: Speed 40kbps post 10 GB and 20kbps post 11 GB
10278,1498,,12 months,"Instant 15 GB 4G/3G Data (28 Days) -- For 12 Months enjoy 1 GB 4G/3G Data (28 Days) @Rs.51, 2 GB 4G/3G data (28 Days) @Rs.97, 5 GB 4G/3G Data (28 Days) @Rs.249 -- Overage: 4p/10KB on 3G"
10279,1849,,28 days,Unlimited 15 GB 4G/3G FUP Data -- FUP limit: Speed 40kbps post 15 GB and 20kbps post 16 GB
10280,1999,,90 days,12 GB 4G/3G Data -- Overage: 4p/10kb
10281,2349,,56 days,50 GB 4G/3G Data + 50 GB 4G Data -- Overage: 4p/10kb
