id,cost,talktime,validity,comments
10132,220,220,N.A,Talktime of Rs. 220 for Rs. 220 recharge by Idea
10133,250,250,N.A,Talktime of Rs. 250 for Rs. 250 recharge by Idea
10134,350,350,N.A,Talktime of Rs. 350 for Rs. 350 recharge by Idea
10135,550,550,N.A,Talktime of Rs. 550 for Rs. 550 recharge by Idea
10136,1100,1100,N.A,Talktime of Rs. 1100 for Rs. 1100 recharge by Idea
10137,1200,1200,N.A,Talktime of Rs. 1200 for Rs. 1200 recharge by Idea
10138,1300,1300,N.A,Talktime of Rs. 1300 for Rs. 1300 recharge by Idea
10139,1400,1400,N.A,Talktime of Rs. 1400 for Rs. 1400 recharge by Idea
10140,1500,1500,N.A,Talktime of Rs. 1500 for Rs. 1500 recharge by Idea
10141,1600,1600,N.A,Talktime of Rs. 1600 for Rs. 1600 recharge by Idea
10142,1700,1700,N.A,Talktime of Rs. 1700 for Rs. 1700 recharge by Idea
10143,1800,1800,N.A,Talktime of Rs. 1800 for Rs. 1800 recharge by Idea
10144,1900,1900,N.A,Talktime of Rs. 1900 for Rs. 1900 recharge by Idea
10145,2000,2000,N.A,Talktime of Rs. 2000 for Rs. 2000 recharge by Idea
10146,2100,2100,N.A,Talktime of Rs. 2100 for Rs. 2100 recharge by Idea
10147,2200,2200,N.A,Talktime of Rs. 2200 for Rs. 2200 recharge by Idea
10148,2300,2300,N.A,Talktime of Rs. 2300 for Rs. 2300 recharge by Idea
10149,2400,2400,N.A,Talktime of Rs. 2400 for Rs. 2400 recharge by Idea
10150,2500,2500,N.A,Talktime of Rs. 2500 for Rs. 2500 recharge by Idea
10151,3000,3000,N.A,Talktime of Rs. 3000 for Rs. 3000 recharge by Idea
10152,3500,3500,N.A,Talktime of Rs. 3500 for Rs. 3500 recharge by Idea
10153,4000,4000,N.A,Talktime of Rs. 4000 for Rs. 4000 recharge by Idea
10154,4500,4500,N.A,Talktime of Rs. 4500 for Rs. 4500 recharge by Idea
10155,5000,5000,N.A,Talktime of Rs. 5000 for Rs. 5000 recharge by Idea
10156,6000,6000,N.A,Talktime of Rs. 6000 for Rs. 6000 recharge by Idea
10157,7000,7000,N.A,Talktime of Rs. 7000 for Rs. 7000 recharge by Idea
10158,8000,8000,N.A,Talktime of Rs. 8000 for Rs. 8000 recharge by Idea
10159,9000,9000,N.A,Talktime of Rs. 9000 for Rs. 9000 recharge by Idea
10160,10000,10000,N.A,Talktime of Rs. 10000 for Rs. 10000 recharge by Idea
