id,cost,talktime,validity,short description,long description
10215,17,,1 Hour,Recharge of Rs. 17 by Idea,Unlimited 1 Hour 4G/3G/2G
10217,47,,28 days,Recharge of Rs. 47 by Idea,500 MB 2G/3G/4G Data -- Overage: 4p/10kb
10218,48,,2 days,Recharge of Rs. 48 by Idea,1 GB 4G/3G/2G Data -- Overage: 4p/10KB
10220,93,,28 days,Recharge of Rs. 93 by Idea,1 GB 2G/3G/4G Data -- Overage: 4p/10kb
10229,396,,28 days,Recharge of Rs. 396 by Idea,"Unlimited Local/STD calls -- Commercial activity will mean customers using the said product for calling 100 unique callers in a week or more than 300 mins in a day or 1200 mins in a week. For any customer found violating any of these conditions, tariff @ Rs 0.30/min will be applicable -- 2 GB 2G/3G/4G Data & 1 GB 2G/3G/4G Data per Day for 4G Handset Only. (Voice & Data Validity for 4G Handset only 84 Days) -- This STV should not be used for any commercial activity"
10230,699,,28 days,Recharge of Rs. 699 by Idea,"Unlimited Local/STD calls -- Commercial activity will mean customers using the said product for calling 100 unique callers in a week or more than 300 mins in a day or 1200 mins in a week. For any customer found violating any of these conditions, tariff @ Rs 0.30/min will be applicable.-- 2 GB 2G/3G/4G Data per Day -- This STV should not be used for any commercial activity."
10231,991,,365 days,Recharge of Rs. 991 by Idea,10 GB 4G/3G/2G -- Overage: 4p/10kb
10232,16,,1 day,Recharge of Rs. 16 by Idea,"Unlimited On Net local/STD mobile calls -- Commercial activity will mean customers using the said product for calling 100 unique callers in a week or more than 300 mins in a day or 1200 mins in a week. For any customer found violating any of these conditions, tariff @ Rs 0.30/min will be applicable -- 50 MB 2G/3G/4G data (4G handset users will get additional 50 MB 2G/3G/4G data, Customers newly upgrading to 4G Handset will be eligible to get additional data only after 48 hours of handset upgrade. Additional data can be used on 4G handset only) -- This STV should not be used for any commercial activity. "
10233,45,,7 days,Recharge of Rs. 45 by Idea,"Unlimited On Net local/STD mobile calls -- Commercial activity will mean customers using the said product for calling 100 unique callers in a week or more than 300 mins in a day or 1200 mins in a week. For any customer found violating any of these conditions, tariff @ Rs 0.30/min will be applicable -- 50 MB 2G/3G/4G data (4G handset users will get additional 200 MB 2G/3G/4G data, Customers newly upgrading to 4G Handset will be eligible to get additional data only after 48 hours of handset upgrade. Additional data can be used on 4G handset only) -- This STV should not be used for any commercial activity."
10234,85,,7 days,Recharge of Rs. 85 by Idea,"Unlimited On Net local/STD mobile calls + 100 Min for Local / STD Calls -- 50 MB 2G/3G/4G data (4G handset users will get additional 200 MB 2G/3G/4G data) -- Commercial activity will mean customers using the said product for calling 100 unique callers in a week or more than 300 mins in a day or 1200 mins in a week. For any customer found violating any of these conditions, tariff @ Rs 0.30/min will be applicable -- This STV should not be used for any commercial activity"
10235,148,,28 days,Recharge of Rs. 148 by Idea,"Unlimited On Net local/STD mobile calls --  50 MB 2G/3G/4G data (4G handset users will get additional 250 MB 2G/3G/4G data^) -- Commercial activity will mean customers using the said product for calling 100 unique callers in a week or more than 300 mins in a day or 1200 mins in a week . For any customer found violating any of these conditions, the pack will be deactivated. Post customer will be charge 30p/min for free mins -- This STV should not be used for any commercial activity."
10236,348,,28 days,Recharge of Rs. 348 by Idea,"Unlimited Local/STD calls -- 50 MB 2G/3G/4G data (4G handset users will get additional 974 2G/3G/4G data^) -- Commercial activity will mean customers using the said product for calling 100 unique callers in a week or more than 300 mins in a day or 1200 mins in a week . For any customer found violating any of these conditions, the pack will be deactivated. Post customer will be charge 30p/min for free mins. -- This STV should not be used for any commercial activity. "
10238,36,,28 days,Recharge of Rs. 36 by Idea,Internet usage at Rs 0.004/10KB -- Overage: 4p/10KB
10240,44,,1 Night,Recharge of Rs. 44 by Idea,1 GB Night ~ -- Overage: As per base pack
10248,121,,10 days,Recharge of Rs. 121 by Idea,1 GB Night ~ -- Overage: As per base pack 
10251,131,,1 Weekend,Recharge of Rs. 131 by Idea,1 GB over 1 Weekend** -- Validity (Days): 7 days*** (1 Saturday and 1 Sunday within the span of 7 days) -- Overage: 4p/10KB
10261,298,,28 days,Recharge of Rs. 298 by Idea,Surprise Benefit between 2 GB Data (1 GB + 1 GB Night) to 20 GB -- Overage: 4p/10kb
10264,431,,4 Weekends,Recharge of Rs. 431 by Idea,4 GB over 4 Weekends** -- Validity (Days): 28 days*** (4 Saturdays & 4 Sundays within the span of 28 days) -- Overage: 4p/10KB
