id,cost,talktime,validity,short description,long description
15156,170,170,N.A,Recharge of Rs. 170 by Indicom,Talktime of Rs. 170 for Rs. 170 recharge by Tata Indicom
15157,180,180,N.A,Recharge of Rs. 180 by Indicom,Talktime of Rs. 180 for Rs. 180 recharge by Tata Indicom
15158,190,190,N.A,Recharge of Rs. 190 by Indicom,Talktime of Rs. 190 for Rs. 190 recharge by Tata Indicom
15159,200,200,N.A,Recharge of Rs. 200 by Indicom,Talktime of Rs. 200 for Rs. 200 recharge by Tata Indicom
15160,250,250,N.A,Recharge of Rs. 250 by Indicom,Talktime of Rs. 250 for Rs. 250 recharge by Tata Indicom
15161,290,290,N.A,Recharge of Rs. 290 by Indicom,Talktime of Rs. 290 for Rs. 290 recharge by Tata Indicom
15162,300,300,N.A,Recharge of Rs. 300 by Indicom,Talktime of Rs. 300 for Rs. 300 recharge by Tata Indicom
15163,350,350,N.A,Recharge of Rs. 350 by Indicom,Talktime of Rs. 350 for Rs. 350 recharge by Tata Indicom
15164,400,400,N.A,Recharge of Rs. 400 by Indicom,Talktime of Rs. 400 for Rs. 400 recharge by Tata Indicom
15165,490,490,N.A,Recharge of Rs. 490 by Indicom,Talktime of Rs. 490 for Rs. 490 recharge by Tata Indicom
15166,500,500,N.A,Recharge of Rs. 500 by Indicom,Talktime of Rs. 500 for Rs. 500 recharge by Tata Indicom
15167,510,510,N.A,Recharge of Rs. 510 by Indicom,Talktime of Rs. 510 for Rs. 510 recharge by Tata Indicom
15168,600,600,N.A,Recharge of Rs. 600 by Indicom,Talktime of Rs. 600 for Rs. 600 recharge by Tata Indicom
15169,700,700,N.A,Recharge of Rs. 700 by Indicom,Talktime of Rs. 700 for Rs. 700 recharge by Tata Indicom
15170,800,800,N.A,Recharge of Rs. 800 by Indicom,Talktime of Rs. 800 for Rs. 800 recharge by Tata Indicom
15171,900,900,N.A,Recharge of Rs. 900 by Indicom,Talktime of Rs. 900 for Rs. 900 recharge by Tata Indicom
15172,1000,1000,N.A,Recharge of Rs. 1000 by Indicom,Talktime of Rs. 1000 for Rs. 1000 recharge by Tata Indicom
15173,1010,1010,N.A,Recharge of Rs. 1010 by Indicom,Talktime of Rs. 1010 for Rs. 1010 recharge by Tata Indicom
15174,2000,2000,N.A,Recharge of Rs. 2000 by Indicom,Talktime of Rs. 2000 for Rs. 2000 recharge by Tata Indicom
