id,cost,talktime,validity,comments
21014,100,100,N.A,Talktime of Rs. 100 for Rs. 100 recharge by Jio
21015,150,150,N.A,Talktime of Rs. 150 for Rs. 150 recharge by Jio
21016,200,200,N.A,Talktime of Rs. 200 for Rs. 200 recharge by Jio
21017,300,300,N.A,Talktime of Rs. 300 for Rs. 300 recharge by Jio
21018,500,500,N.A,Talktime of Rs. 500 for Rs. 500 recharge by Jio
21019,750,750,N.A,Talktime of Rs. 750 for Rs. 750 recharge by Jio
21020,1000,1000,N.A,Talktime of Rs. 1000 for Rs. 1000 recharge by Jio
21021,2000,2000,N.A,Talktime of Rs. 2000 for Rs. 2000 recharge by Jio
21022,5000,5000,N.A,Talktime of Rs. 5000 for Rs. 5000 recharge by Jio
