id,cost,talktime,validity,comments
15655,11,,1 day,Unlimited Local On-Net mobile calls 
15656,13,,5 days,100 Local On-Net mobile Minutes
15657,32,,60 days,Local On-Net & Off-Net mobile calls @36p/min -- Daily 1st min. Local mobile secs. will be charged @ Rs. 1.20/ min.
15658,35,,5 days,75 Local/STD Minutes
15659,42,,14 days,600 Local On-Net mobile Minutes
15660,52,,14 days,500 Local/STD onnet Mins
15661,97,,21 days,300 Local Mins
15662,123,,21 days,Unlimited Local On-Net mobile calls (PHB)
15663,175,,21 days,Unlimited Local On-Net mobile calls
15664,599,,28 days,Unlimited Local mobile calls
