id,cost,talktime,validity,comments
10395,21,,2 days,60 MB 3G/4G -- Overage: 4p/10KB  -- 
10396,48,,5 days,130 MB 3G/4G Data -- Overage: 4p/10KB -- 
10398,103,,28 days,350 MB 3G/4G Data -- Overage: 4p/10KB -- 
10400,155,,15 days,"450 MB 3G/4G With #Carry Forward Feature -- Overage: 4p/10KB -- #On 3G limited volume recharges customer can now carry forward the remaining data balance by recharging with another 3G limited volume recharge before expiry of first recharge. In case of carry forward, customer will get the remaining validity of first recharge or validity of new recharge, whichever is higher. This facility is available only in select recharges. -- "
10401,175,,28 days,1 GB 3G/4G Data -- Overage: 4p/10KB -- 
10402,201,,28 days,"600 MB 3G/4G With #Carry Forward Feature -- Overage: 4p/10KB -- #On 3G limited volume recharges customer can now carry forward the remaining data balance by recharging with another 3G limited volume recharge before expiry of first recharge.In case of carry forward, customer will get the remaining validity of first recharge or validity of new recharge, whichever is higher. This facility is available only in select recharges. -- "
10403,225,,28 days,650 MB 3G/4G -- Overage: 4p/10KB
10404,251,,28 days,1.5 GB 3G/4G Data -- Overage: 4p/10KB -- 
10405,352,,28 days,2.5 GB 4G/3G Data
10406,452,,28 days,3.5 GB 4G/3G Data 
10407,495,,28 days,Instant 4 GB 4G/3G data benefit (28 Days) -- For 6 months customer gets 1 GB 4G/3G data (28 Days) @ Rs.129 -- Overage: 4p/10 KB
10408,649,,28 days,Unlimited upto 3 GB 3G/4G -- FUP limit: Speed post 3 GB @ 20Kbps
10409,652,,28 days,5.5 GB 4G/3G Data 
10410,745,,28 days,Instant 6 GB 4G/3G data benefit (28 Days) -- For 6 months customer gets 1 GB 4G/3G data (28 Days) @ Rs.103 or 2.5 GB 4G/3G data (28 days) @ Rs.251 -- Overage: 4p/10 KB
10411,748,,28 days,6.5 GB 4G/3G Data 
10412,749,,28 days,Unlimited upto 4 GB 3G/4G -- FUP limit: Speed post 4 GB @ 20Kbps
10413,849,,28 days,Unlimited upto 5 GB 3G/4G -- FUP limit: Speed post 5 GB @ 20Kbps
10414,852,,28 days,7.5 GB 4G/3G Data 
10415,949,,28 days,Unlimited upto 6 GB 3G/4G -- FUP limit: Speed post 6 GB @ 20Kbps
10416,1149,,28 days,Unlimited upto 8 GB 3G/4G -- FUP limit: Speed post 8 GB @ 128Kbps
10417,1349,,28 days,Unlimited upto 10 GB 3G/4G -- FUP limit: Speed post 10 GB @ 128Kbps
10418,1495,,28 days,Instant 15 GB 4G/3G data benefit (28 Days) -- For 12 months customer gets 1 GB 4G/3G data (28 Days) @ Rs.48 or 2 GB 4G/3G data (28 days) @ Rs.103 and 5GB 4G/3G data (28 days) @ Rs.251 -- Overage: 4p/10 KB
