id,cost,talktime,validity,comments
10419,4,,1 day,8 local mobile mins -- 
10420,9,,28 days,Local mobile calls @35p/m -- 
10421,13,,2 days,26 local mobile mins -- 
10422,17,,28 days,Local Mobile calls @30p/min -- 
10423,18,,28 days,Local/STD mobile calls at 1p/sec -- 
10424,23,,28 days,Local Idea mobile @10p/min -- 
10425,29,,60 days,Local Mobile calls @30p/m -- 
10426,32,,28 days,Local mobile @ 30p/m & STD mobile @ 25p/m -- 
10427,34,,15 days,Local Idea Mobile Calls @10p/min -- Other Local mobile calls @30p/min
10428,39,,7 days,2850 Local/STD Secs
10429,42,,60 days,Local Idea mobile calls @10p/min
10430,49,,90 days,Local Mobile calls @30p/m
10431,59,,60 days,Local mobile @ 30p/m & STD mobile @ 25p/m
10432,61,,7 days,"Free Local Idea mobile calls -- Commercial activity will mean customers using the said product for calling 100 unique callers in a week or more than 300 mins in a day or 1200 mins in a week. For any customer found violating any of these conditions, tariff @ Rs 0.30/min will be applicable -- This STV should not be used for any commercial activity. "
10433,64,,90 days,Local Idea mobile at 10p/min
10434,89,,10 days,6000 Local/STD Secs
10435,199,,28 days,35000 Local/STD Secs
10436,259,,28 days,51000 Local/STD Secs
