id,cost,talktime,validity,comments
10997,11,,28 days,Local/STD @ 1p/s
10998,19,,21 days,Local mobile Calls (Mum & MH) at 35p/min
10999,27,,28 days,I2I Local Idea @ 15p/min
11000,32,,14 days,Local/STD calls @35p/m
11001,33,,28 days,Local mobile Calls (Mum & MH) @30p/min
11002,43,,28 days,I2I Local Idea @ 10p/min
11003,45,,28 days,Loc/STD I2I @15p/min
11004,48,,28 days,Local mobile Calls (Mum & MH) @25p/min
11005,57,,28 days,Local & STD Mobile calls @ 35p/min
11006,66,,84 days,Local mobile calls @ 30p/min
11007,68,,28 days,Local & STD Mobile calls @ 30p/min
