id,cost,talktime,validity,comments
16316,10,7.47,N.A,Talktime of Rs. 7.47 for Rs. 10 recharge by Vodafone
16317,20,14.95,N.A,Talktime of Rs. 14.95 for Rs. 20 recharge by Vodafone
16318,30,22.42,N.A,Talktime of Rs. 22.42 for Rs. 30 recharge by Vodafone
16319,40,30.9,N.A,Talktime of Rs. 30.9 for Rs. 40 recharge by Vodafone
16320,50,39.37,N.A,Talktime of Rs. 39.37 for Rs. 50 recharge by Vodafone
16321,60,47.85,N.A,Talktime of Rs. 47.85 for Rs. 60 recharge by Vodafone
16322,100,81.75,N.A,Talktime of Rs. 81.75 for Rs. 100 recharge by Vodafone
16323,120,116,N.A,Talktime of Rs. 116 for Rs. 120 recharge by Vodafone
16324,150,145,N.A,Talktime of Rs. 145 for Rs. 150 recharge by Vodafone
16325,190,180,N.A,Talktime of Rs. 180 for Rs. 190 recharge by Vodafone
