id,cost,talktime,validity,comments
2463,6,,2 days,All Local + STD calls @30p/min (1st 120sec @ 2p/sec)
2464,8,,1 day,25 All Local & STD Mins
2465,13,,28 days,ALL LOCAL + STD CALLS @ 35P/MIN (FIRST 120 SEC AT 2P/S)
2466,15,,2 days,Local A2A calls @10p/min (1st 90sec @ 2p/sec)
2467,16,,1 day,150 mins Local A2A
2468,17,,27 days,All local & STD calls @ 30p/m (1st 120sec at 2p/s)
2469,21,,27 days,"All Airtel Calls @10p/m,(1st 90sec @2p/s),27 days"
2470,26,,3 days,60 All Local + STD mins
2471,28,,54 days,All Loc and STD calls @1p/s
2472,36,,27 days,All local + STD calls @30p/m
2473,39,,3 days,300 mins Local A2A 
2474,43,,27 days,Local Mobile Calls @25p/min
2475,46,,7 days,180 Local A2A mins
2476,47,,5 days,240 Local calls A2A mins
2477,49,,27 days,All Airtel Calls @10p/m 
2478,51,,27 days,All Loc & STD Calls @30p/m
2479,56,,7 days,140 All local mins
2480,68,,27 days,All Airtel Calls @10p/m 
2481,75,,14 days,275 All Loc+STD Mins
2482,86,,14 days,225 All Local + STD Mins
2483,99,,7 days,750 mins Local A2A 
2484,105,,28 days,300 All local mins
2485,135,,27 days,500 All Loc+STD Mins
2486,189,,3 days,Unlimited Local Mobile Calls (TnC Apply)
2487,198,,1 day,Unlimited mobile Local Calls -- T&C Apply
2488,199,,27 days,775 mins Loc & STD
2489,249,,2 days,Unlimited Local Mobile Calls (TnC Apply)
2490,295,,56 days,Unlimited Local + STD A2A Calls. T&C Apply.
2491,299,,3 days,Unlimited Local Mobile Calls (TnC Apply)
2492,347,,60 days,Unlimited Local + STD A2A Calls
2493,395,,75 days,Unlimited Local + STD A2A Calls
2494,545,,90 days,Unlimited Local + STD A2A Calls. T&C Apply.
2495,795,,10 days,Unlimited All Local + STD calls
