id,cost,talktime,validity,comments
5873,9,,1 day,OG(Local and STD) while in roaming at 70ps per min
5874,33,,6 days,OG(Local and STD) while in roaming at 70ps per min
5875,79,,28 days,OG(Local and STD) while in roaming at 70ps per min
5876,93,,30 days,Free OG Voice Calls 120minutes on any network in Roaming and Free SMS 40SMS on any network in Roaming
