id,cost,talktime,validity,comments
17242,7,,1 hour,Unlimited V2V Local
17243,17,,28 days,Local calls to mobile @30p/m
17244,18,,28 days,Local and STD Mobile calls @1p/sec
17245,25,,28 days,Local & STD Mobile calls @30p/m
17246,26,,28 days,V2V Local calls to mobile @10p/m
17247,31,,56 days,Local calls to mobile  @30p/m
17248,37,,28 days,Local calls @30p/m and STD calls @25p/m
17249,42,,56 days,V2V Local calls to mobile  @10p/m
17250,56,,84 days,Local calls to mobile  @30p/m
17251,61,,84 days,V2V Local calls to mobile  @10p/m
