id,cost,talktime,validity,comments
2369,33,,27 days,"Discounted tariff on US,Canada,Nepal,UK, UAE call and more 25 countries"
2370,493,,1 day,Unlimited incoming -- 500 MB Data -- 100SMS/Day -- 100Min Loc/Call to India
2371,647,,1 day,Unlimited incoming -- 500 MB Data -- 100SMS/Day -- 100Min Loc/Call to India
2372,649,,1 day,"100min incoming,100min Local/call to India -- 500 MB data -- 100 SMS/day"
2373,995,,1 day,"100min incoming, 100min Local/call to India -- 500 MB data -- 100SMS/day -- Till 12:00 midnight. "
2374,1199,,10 days,Free benefits: Unlimited incoming -- 3 GB data -- 100sms/Day -- 250min local/call to India -- For covered countries/tariff visit www.airtel.in/IR
2375,2499,,30 days,Free benefits: unlimited incoming -- 5 GB data -- 100 sms/Day -- 500 min loc/call to India
2376,2998,,10 days,Free benefits: 250 min incoming -- 3 GB data -- 100sms/Day -- 250min local/call to India -- For covered countries/tariff visit www.airtel.in/IR
2377,2999,,10 days,Free benefits: Unlimited incoming -- 3 GB data -- 100sms/Day -- 250min local/call to India -- For covered countries/tariff visit www.airtel.in/IR
2378,3995,,10 days,Free benefits: 250 min incoming -- 3 GB data -- 100 sms/Day -- 250 min local/call to India
2379,3996,,30 days,Free benefits: unlimited incoming -- 5 GB data -- 100 sms/Day -- 500 min loc/call to India
2380,3998,,30 days,Free benefits: unlimited incoming -- 5 GB data -- 100 sms/Day -- 500 min loc/call to India
2381,6999,,30 days,Free benefits: unlimited incoming -- 5 GB data -- 100 sms/Day -- 500 min loc/call to India
