id,cost,talktime,validity,comments
7873,10,7.48,N.A,Talktime of Rs. 7.48 for Rs. 10 recharge by Tata DOCOMO
7874,20,14.94,N.A,Talktime of Rs. 14.94 for Rs. 20 recharge by Tata DOCOMO
7875,30,22.42,N.A,Talktime of Rs. 22.42 for Rs. 30 recharge by Tata DOCOMO
7876,50,39.98,N.A,Talktime of Rs. 39.98 for Rs. 50 recharge by Tata DOCOMO
7877,70,56.32,N.A,Talktime of Rs. 56.32 for Rs. 70 recharge by Tata DOCOMO
7878,80,70,N.A,Talktime of Rs. 70 for Rs. 80 recharge by Tata DOCOMO
7879,90,73.28,N.A,Talktime of Rs. 73.28 for Rs. 90 recharge by Tata DOCOMO
7880,100,81.74,N.A,Talktime of Rs. 81.74 for Rs. 100 recharge by Tata DOCOMO
7881,110,90.22,N.A,Talktime of Rs. 90.22 for Rs. 110 recharge by Tata DOCOMO
7882,120,98.7,N.A,Talktime of Rs. 98.7 for Rs. 120 recharge by Tata DOCOMO
7883,140,115.64,N.A,Talktime of Rs. 115.64 for Rs. 140 recharge by Tata DOCOMO
7885,150,140,N.A,Talktime of Rs. 140 for Rs. 150 recharge by Tata DOCOMO
7887,160,155,N.A,Talktime of Rs. 155 for Rs. 160 recharge by Tata DOCOMO
