id,cost,talktime,validity,comments
4901,3,,1 day,Data usage chargeable @9paise/1MB from 02:00 hours to 06:00 hours. Voucher benefit is not available in MTNL area.
4902,4,,1 day,20MB 2G/3G Data
4903,15,,1 days,90MB 2G/3G -- Charges after free usage: 3ps/10KB
4904,25,,2 days,500MB 2G/3G Night Data
4905,39,,5 days,200MB 2G/3G -- Charges after free usage: 3ps/10KB 
4906,46,,2 days,1GB 2G/3G night data
4907,56,,21 days,250 MB 2G/3G data
4908,63,,28 days,Data usage chargeable @9paise/1MB from 02:00 hours to 06:00 hours. Voucher benefit is not available in MTNL area.
4909,68,,1 day,1 GB 2G/3G Data -- If recharged between 28/10/2016 to 05/11/2016 double data benefit i.e. 2GB will be available
4910,74,,5 days,Unlimited BSNL to BSNL voice call(local/STD) and 74 minutes  BSNL to OTHERS  voice call -- 1 GB free 2G/3G data 
4911,78,,3 days,2GB 2G/3G data available both in home LSA and National Roaming. Data charge beyond freebies is 3paise/10KB -- Double data offer from 15 to 20 Aug 2017
4912,98,,10 days,1300MB 2G/3G data available both in home LSA and National Roaming. Data charge beyond freebies is 3paise/10KB -- Double data offer from 15 to 20 Aug 2017
4913,101,,26 days,Unlimited local/STD BSNL to BSNL voice calls -- 1 GB 2G/3G Data.
4914,103,,5 days,1 GB 2G/3G data and free TV channels
4915,109,,28 days,650MB 2G/3G data available both in home LSA and National Roaming. Data charge beyond freebies is 3paise/10KB. -- Double data offer from 15 to 20 Aug 2017
4916,155,,17 days,1.5GB 2G/3G data available both in home LSA and National Roaming. Data charge beyond freebies is 3paise/10KB -- Double data offer from 15 to 20 Aug 2017
4917,156,,10 days,2 GB 2G/3G data. Free data is also available in National Roaming. Data charges beyond freebies is 3paise/10KB.
4918,178,,17 days,1 GB 2G/3G data and free TV channels
4919,179,,17 days,1 GB 2G/3G data and free TV channels
4920,198,,25 days,2.2GB 2G/3G data available both in home LSA and National Roaming. Data charge beyond freebies is 3paise/10KB -- Double data offer from 15 to 20 Aug 2017
4921,291,,27 days,4GB 2G/3G data available both in home LSA and National Roaming. Data charge beyond freebies is 3paise/10KB -- Double data offer from 15 to 20 Aug 2017
4922,333,,56 days,"Triple Ace_333: 3 GB/Day 2G/3G Data, Post 3GB/day unlimited internet @ 80kbps."
4923,339,,26 days,Unlimited local/STD BSNL to BSNL voice calls + 30 Min/day free voice call from BSNL to others network (off-net voice calls will be charged @ 25P/Min after free off-net voice calls) -- Unlimited 2G/3G data (speed restricted to 80 KBPS after 3 GB/day) data.
4924,349,,26 days,"Dil Khol ke Bol STV_349: Unlimited Local/STD calls to any network in home LSA -- 2.5GB 2G/3G Data, Post 2.5GB unlimited internet @ 80kbps"
4925,351,,28 days,1.5 GB 2G/3G Data with high speed & beyond that unlimited data with low speed.
4926,395,,60 days,"Nehle per Dehla STV_395: 3000 minutes onnet Local/STD Voice calls in home LSA. After free minutes call charges as per base plan -- 1800 minutes offnet Local/STD Voice calls in home LSA. After free minutes call charges @20 paise/min from main a/c -- 2GB/Day 2G/3G Data, Post 2GB/day unlimited internet @ 80kbps -- Data freebies is available in National roaming also"
4927,444,,90 days,"Chaukka_444: 4 GB/Day 2G/3G Data, Post 4GB/day unlimited internet @ 80kbps"
4928,452,,28 days,2.5 GB 2G/3G Data with high speed and beyond that unlimited data with low speed.
4929,561,,90 days,8GB 2G/3G data available both in home LSA and National Roaming. Data charge beyond freebies is 3paise/10KB -- Double data offer from 15 to 20 Aug 2017
4930,651,,28 days,5.5 GB 2G/3G Data with high speed and beyond that unlimited data with low speed.
4931,751,,28 days,7 GB 2G/3G Data with high speed and beyond that unlimited data with low speed.
4932,851,,28 days,8 GB 2G/3G Data with high speed and beyond that unlimited data with low speed.
4933,951,,28 days,9 GB 2G/3G Data with high speed and beyond that unlimited data with low speed.
4934,1099,,30 days,Unlimited 2G/3G data usage.Free data is also available in national roaming.
4935,1949,,90 days,40GB 2G/3G data available both in home LSA and National Roaming. Data charge beyond freebies is 3paise/10KB -- Double data offer from 15 to 20 Aug 2017
