id,cost,talktime,validity,comments
15993,71,,28 days,"1 GB 2G/3G/4G data, Post free usage data @ 5p/100 Kb "
15995,105,,28 days,"Unlimited Local Telenor to Telenor Calls + 1GB 2G/3G/4G data for 28 days, Post free usage data @ 5p/100 Kb"
15997,143,,28 days,"Unlimited Local + STD Telenor to Telenor Calls -- 2 GB 2G/3G/4G Data, Post free usage data @ 5p/100 Kb"
15999,349,,28 days,"Unlimited Local + STD Telenor to Telenor Calls + Local & STD Telenor to other calls with 1200 Mins/Week along with 300 Mins/day capping post that 1p/Sec -- 1 GB/day 2G/3G/4G Data for 28 days, Post free usage data @ 5p/100 Kb"
