id,cost,talktime,validity,comments
12603,16,,1 day,1 GB 3G Data
12604,18,,2 days,150 MB 3G data
12605,29,,5 days,200 MB 3G data
12606,32,,3 days,1 GB 3G Data
12607,47,,28 days,1 GB 3G Data
12608,49,,7 days,400 MB 3G data
12609,68,,14 days,250 MB 3G data
12610,89,,28 days,1 GB/ Day 3G Data
12611,97,,28 days,2 GB 3G Data
12612,99,,28 days,300 MB 3G data
12613,143,,7 days,750MB 3G data. Unused data quota will be forfeited.
12614,192,,21 days,1GB Data
12615,198,,28 days,1 GB 3G data
12616,219,,28 days,1.5 GB 3G data
12617,243,,28 days,1.25 GB 3G Data. Unused data quota will be forfeited.
12618,252,,28 days,1GB Data
12619,255,,28 days,2 GB 3G data
12620,343,,28 days,2GB 3G Data. Unused data quota will be forfeited.
12621,493,,28 days,3GB 3G Data. Unused data quota will be forfeited.
12622,649,,28 days,6 GB 3G data
12623,693,,28 days,5GB 3G Data. Unused data quota will be forfeited.
12624,786,,180 days,1 GB/ DAY 3G Data
12625,1297,,28 days,10Gb 3G Data. Unused data quota will be forfeited.
