id,cost,talktime,validity,comments
18643,21,,7 days,Local mobile calls @30p/min 
18644,26,,7 days,All Local Calls @ 30paise/min
18645,28,,56 days,Local + STD Calls @ 1paise/sec
18646,35,,5 days,55 Local+STD Mins
18647,36,,28 days,Local + STD 30p/min 
18648,41,,28 days,Local V2V @10p/min
18649,44,,45 days,All local mobile calls @30 paisa/per minute. First 120 seconds of the day will be charged@2 paisa/per second
18650,54,,7 days,Unlimited V2V (L+S)
18651,64,,28 days,95 Free Mins for Local + STD +Roaming Outgoing (National)
18652,66,,56 days,All local mobile calls @ 35p/min
18653,69,,56 days,Vodafone to Vodafone Local Call @ 10p/min (1st 180 sec of the day @2p/sec)
18654,75,,28 days,All local V2V calls@10p/m
18655,78,,28 days,Vodafone to Vodafone Local Call @ 20p/min
18656,79,,56 days,All Local mobile calls @ 30paise/min
18657,96,,21 days,225 Local minutes
18658,118,,35 days,Local V2V calls @20 p/min & V2O calls @30 p/min -- All STD mobile calls @50 p/min
18659,119,,14 days,230 local mobile minutes
18660,121,,35 days,Local Vodafone to Vodafone calls @ 10 p/min
18661,195,,28 days,300 Free Mins for Local + STD + Roaming Outgoing (National)
18662,197,,28 days,500 Local Mobile Mints
18663,205,,28 days,750 Local mins-Vodafone to Vodafone
18664,219,,28 days,490 Local+STD Mins
