id,cost,talktime,validity,comments
16345,8,,1 day,30 MB @3G/4G Speed. Post 30 MB you will be charged at 4p/10Kb.
16346,27,,28 days,75MB 3G/4G Data
16347,45,,5 days,180 MB @3G/4G Speed. Post 180 MB you will be charged at 4p/10Kb.
16348,49,,1 day,1 GB 3G/4G Data
16349,95,,5 days,1 GB 3G/4G Data
16350,102,,28 days,300 MB @3G/4G Speed. Post 300 MB you will be charged at 4p/10Kb.
16351,147,,14 days,600 MB @3G/4G Speed. Post 600 MB you will be charged at 4p/10Kb.
16352,185,,28 days,Get 500 MB 3G/4G internet day and night + 500 MB night (12AM-6 AM)
16353,198,,28 days,750 MB @3G/4G Speed. Post 750 MB you will be charged at 4p/10Kb.
16354,248,,28 days,1 GB @3G/4G Speed. Post 1 GB you will be charged at 4p/10Kb.
16355,297,,28 days,1 GB 3G/4G internet day and night + 1 GB night (12AM-6 AM) for 28 days
16356,298,,28 days,1.25 GB @3G/4G Speed. Post 1.25 GB you will be charged at 4p/10Kb.
16357,348,,28 days,2 GB 3G/4G Data 
16358,459,,28 days,3 GB @3G/4G Speed. Post 3 GB you will be charged at 4p/10Kb.
16359,547,,28 days,2 GB 3G/4G internet day and night + 2 GB night (12AM-6 AM)
16360,599,,28 days,Unlimited Local Vodafone Calls + 1GB 3G/4G Data for 28 Days
16361,659,,28 days,5 GB @3G/4G Speed. Post 5 GB speed will be reduced to 64Kbps.
16362,799,,28 days,Unlimited Local&STD Vodafone Calls + 1 GB 3G/4G Data
16363,859,,28 days,7 GB @3G/4G Speed. Post 7 GB speed will be reduced to 64Kbps.
16364,899,,28 days,Unlimited All Local Calls -- 1GB 3G/4G Data
16365,999,,28 days,10 GB @3G/4G Speed. Post 10 GB speed will be reduced to 64Kbps.
16366,1199,,28 days,12 GB Data @3G/4G Speed. Post 12 GB speed will be reduced to 64Kbps.
16367,1499,,28 days,15 GB @3G/4G Speed. Post 15 GB you will be charged at 4p/10Kb.
16368,1555,,28 days,15 GB @3G/4G Speed. Post 15 GB speed will be reduced to 64Kbps.
16369,1999,,28 days,20 GB @3G/4G Speed. Post 20 GB speed will be reduced to 64Kbps.
16370,19,,2 days,Unlimited local + std V2V calls -- 100 MB 3G/4G Data (4G Handset) 50 MB for Other Handset
16371,46,,7 days,Unlimited local + std V2V calls -- 250 MB 3G/4G Data (4G Handset) 50 MB for Other Handset
16372,93,,7 days,Unlimited local + std V2V + 100 Min V2O local + std calls -- 250 MB 3G/4G Data (4G Handset) 50 MB for Other Handset
16373,149,,28 days,"Free Unlimited Vodafone calls (Local & STD) -- For 4G Handset & 4G SIM-2 GB 3G/4G Data, For 4G Handset & non-4G SIM-300 MB 3G/4G Data & For Non 4G Handset- 50 MB 3G/4G Data"
16374,349,,28 days,"Free Unlimited All calls (Local & STD) -- 1 GB 3G/4G Data per day, FOR ALL HANDSETS. Daily/Weekly capping applies."
