id,cost,talktime,validity,comments
3509,2,,84 days,Local and STD mobile call @ 1p/sec
3510,8,,7 days,Local mobile call @ 30p/min 
3511,16,,27 days,Local and STD Mobile call @ 1p/sec
3512,19,,20 days,"Local Mobile Call @ 30p,Val-20 Days"
3513,22,,27 days,Local Airtel Call @ 20p/min
3514,24,,27 days,Local Mobile Call @ 30p
3515,27,,3 days,75 local Airtel minutes.
3516,28,,3 days,45 Local Mobile Mins
3517,32,,54 days,Local and STD Mobile call @ 1p/sec 
3518,37,,27 days,Local A2A Call @10p/minl
3519,38,,54 days,Local Mobile call @ 30p/min
3520,44,,81 days,Local Mobile Call @ 40p
3521,45,,5 days,110 Local Airtel to Airtel minutes 
3522,46,,27 days,Local and STD Mobile Call @ 50p/min
3523,78,,28 days,Local mobile calls @35p/min
3524,95,,28 days,Local mobile call @30p/min
3525,97,,6 days,400 Local and STD mobile min
3526,105,,14 days,185 mins Local mobile call 
3527,128,,13 days,400 Local + STD Mobile Mins 
3528,129,,13 days,410 Local + STD Mobile Mins 
3529,159,,7 days,240 All Local and STD (mobile + Landline) mins
3530,195,,27 days,500 Local and STD mobile min
3531,196,,2 days,Unlimited Local & STD all calls
3532,209,,28 days,460 Local mobile mins
3533,219,,28 days,430 mins Local and STD mobile mins
3534,247,,14 days,Unlimited Local mobile calls
3535,269,,10 days,Unlimited Local airtel calls
