id,cost,talktime,validity,comments
9175,5,,1 day,50 Local/ National SMS -- 
9176,26,,28 days,300 Local/National SMS -- 
9177,46,,28 days,510 Local/National SMS -- 
9178,62,,28 days,700 Local/National SMS -- 
9179,63,,28 days,Daily 100 Local/National sms free
9180,77,,28 days,850 Local/National SMS -- 
9181,98,,90 days,1100 Local/ National SMS -- 
