id,cost,talktime,validity,comments
9305,5,,1 day,Roaming Incoming Free & OG local/STD Calls @ 60ps/min -- 
9306,13,,3 days,Roaming Incoming Free & Roaming OG Local/STD @ 60 ps/Min (Loc + STD) -- 
9307,31,,15 days,Roaming Incoming Free & Roaming OG Local/STD @ 50 ps/Min (Loc + STD) -- 
9308,38,,20 days,Roaming Incoming Free & Roaming OG Local/STD @ 50 ps/Min (Loc + STD) -- Applicable on Idea Network -- 
9309,53,,28 days,Enjoy Home outgoing call tariffs while Roaming on Idea network. Roam Local / STD calls will be charged at Home Local / STD rates ( including benefits of Home STV Rate cutter / Unlimited packs)
9310,71,,30 days,Roaming Incoming Free & Roaming OG Local/STD @ 50 ps/Min (Loc + STD) -- Applicable on Idea Network -- 
