id,cost,talktime,validity,short description,long description
9315,220,220,N.A,Recharge of Rs. 220 by Idea,Talktime of Rs. 220 for Rs. 220 recharge by Idea
9316,330,330,N.A,Recharge of Rs. 330 by Idea,Talktime of Rs. 330 for Rs. 330 recharge by Idea
9317,550,550,N.A,Recharge of Rs. 550 by Idea,Talktime of Rs. 550 for Rs. 550 recharge by Idea
