id,cost,talktime,validity,comments
10657,6,,1 day,Incoming Free -- Applicable on Idea Network -- OG Local 60p/min -- OG STD 60p/min  -- 
10658,16,,7 days,Incoming Free -- Applicable on Idea Network -- OG Local 60p/min -- OG STD 60p/min -- 
10659,43,,28 days,"Incoming Free, OG Local 50p/min, OG STD 50p/min  -- "
10660,53,,28 days,Roam Like Home In National Roaming. -- 
