id,cost,talktime,validity,comments
9450,110,110,N.A,Talktime of Rs. 110 for Rs. 110 recharge by Idea
9451,200,200,N.A,Talktime of Rs. 200 for Rs. 200 recharge by Idea
9452,220,220,N.A,Talktime of Rs. 220 for Rs. 220 recharge by Idea
9453,300,300,N.A,Talktime of Rs. 300 for Rs. 300 recharge by Idea
9454,330,330,N.A,Talktime of Rs. 330 for Rs. 330 recharge by Idea
9455,350,350,N.A,Talktime of Rs. 350 for Rs. 350 recharge by Idea
9456,400,400,N.A,Talktime of Rs. 400 for Rs. 400 recharge by Idea
9457,440,440,N.A,Talktime of Rs. 440 for Rs. 440 recharge by Idea
9458,500,500,N.A,Talktime of Rs. 500 for Rs. 500 recharge by Idea
9459,550,550,N.A,Talktime of Rs. 550 for Rs. 550 recharge by Idea
9460,700,700,N.A,Talktime of Rs. 700 for Rs. 700 recharge by Idea
9461,770,770,N.A,Talktime of Rs. 770 for Rs. 770 recharge by Idea
9462,1000,1000,N.A,Talktime of Rs. 1000 for Rs. 1000 recharge by Idea
9463,1500,1500,N.A,Talktime of Rs. 1500 for Rs. 1500 recharge by Idea
9464,2000,2000,N.A,Talktime of Rs. 2000 for Rs. 2000 recharge by Idea
9465,3000,3000,N.A,Talktime of Rs. 3000 for Rs. 3000 recharge by Idea
