id,cost,talktime,validity,comments
13324,9,,1 day,50 MB 2G Data
13325,12,,1 day,10 MB Data
13326,15,,2 days,80 MB 2G Data
13327,24,,1 day,1 GB 2G Data (Same Day)
13330,34,,5 days,200 MB 2G Data
13331,45,,7 days,250 MB 2G Data
13332,46,,5 days,600 MB 2G Data(300 MB 2G Data anytime + 300 MB 2G data Night data)
13333,57,,7 days,300 MB
13334,58,,5 days,500 MB Data
13335,68,,7 days,400 MB 2G Data
13336,77,,7 days,400 MB
13337,92,,7 days,500 MB
13338,99,,14 days,550 MB 2G Data
13339,112,,14 days,500 MB
13340,125,,18 days,700 MB 2G Data
13341,131,,14 days,600 MB
13342,147,,28 days,1 GB/ Day 2G Data
13343,149,,28 days,1 GB
13344,151,,21 days,600 MB
13347,178,,28 days,1024MB 2G Data
13349,195,,28 days,1280 MB 2G Data
13351,223,,28 days,4 GB 2G Data. Unused data quota will be forfeited.
13352,242,,28 days,5 GB 2G Data. Unused data quota will be forfeited.
13353,245,,28 days,Unlimited 2G data
13354,249,,28 days,Unlimited 2G data
13355,296,,28 days,3584 MB 2G Data
13359,365,,373 days,1GB 2G Data Per Day
13360,398,,28 days,5 GB
13361,489,,28 days,7 GB 2G Data. Unused data quota will be forfeited.
13366,599,,28 days,10 GB 2G Data. Unused data quota will be forfeited.
13367,786,,180 days,Get 1GB/ DAY 2G Data
