id,cost,talktime,validity,short description,long description
14435,10,7.47,N.A,Recharge of Rs. 10 by RelianceGSM,Talktime of Rs. 7.47 for Rs. 10 recharge by Reliance GSM
14436,20,14.95,N.A,Recharge of Rs. 20 by RelianceGSM,Talktime of Rs. 14.95 for Rs. 20 recharge by Reliance GSM
14437,30,22.42,N.A,Recharge of Rs. 30 by RelianceGSM,Talktime of Rs. 22.42 for Rs. 30 recharge by Reliance GSM
14439,50,39.37,N.A,Recharge of Rs. 50 by RelianceGSM,Talktime of Rs. 39.37 for Rs. 50 recharge by Reliance GSM
14440,60,47.85,N.A,Recharge of Rs. 60 by RelianceGSM,Talktime of Rs. 47.85 for Rs. 60 recharge by Reliance GSM
14441,70,56.32,N.A,Recharge of Rs. 70 by RelianceGSM,Talktime of Rs. 56.32 for Rs. 70 recharge by Reliance GSM
14444,90,73.27,N.A,Recharge of Rs. 90 by RelianceGSM,Talktime of Rs. 73.27 for Rs. 90 recharge by Reliance GSM
14445,100,81.75,N.A,Recharge of Rs. 100 by RelianceGSM,Talktime of Rs. 81.75 for Rs. 100 recharge by Reliance GSM
14446,110,90.22,N.A,Recharge of Rs. 110 by RelianceGSM,Talktime of Rs. 90.22 for Rs. 110 recharge by Reliance GSM
14447,120,98.69,N.A,Recharge of Rs. 120 by RelianceGSM,Talktime of Rs. 98.69 for Rs. 120 recharge by Reliance GSM
