id,cost,talktime,validity,comments
14497,7,,1 day,"R - R (Local & STD) @10p/Min, R - Others (Local & STD) @25p/Min"
14498,8,,2 days,"Local Reliance to Reliance calls @15p/min, Local Other Network calls and STD calls @35p/min"
14499,13,,3 days,"Local Reliance to Reliance calls @ 15p/min, Local Other Network calls and STD calls @ 35p/min"
14500,21,,21 days,All Local Mobile calls @ 30p/Min
14501,26,,2 days,All Local and STD reliance calls at 5p/min
14502,28,,21 days,All Local calls @ 35p/min
14503,33,,60 days,All Local & STD Reliance calls at 15p/min
14504,37,,28 days,All Local & STD Mobile calls @ 30p/Min
14505,43,,28 days,All Local & STD Reliance mobile calls at 10p/min + Other Local & STD mobile calls at 30p/min
14506,64,,15 days,Free Local Reliance to Reliance mobile calls capped at 42000 secs & post free mins 1p/6sec
14507,74,,60 days,All Local & STD Calls @ 25p
14508,89,,7 days,All Local and STD reliance calls at 5p/min
14509,98,,30 days,400 Local and STD Minutes FREE
14510,107,,90 days,All Local Reliance calls at 20p/min + Other Local & STD calls at 30p/min
14511,126,,90 days,All Local Reliance calls at 10p/min + Other Local & STD calls at 30p/min
14512,198,,28 days,500 Minutes Local Reliance to Reliance calls (30000s) + 500 minutes other local calls (30000s)
14513,295,,28 days,Unlimited Local & STD Onnet in home and roaming
